Post_created_time,location,GoogleMap,Latitude,Longitude
2019-09-03 04:03:01,영종운서역 솔리움 센텀스카이 오피스텔,"https://maps.google.com/maps?q=37.4536,126.732&ll=37.4536,126.732",37.4536,126.732
2019-09-03 04:38:04,Jeju International Airport,"https://maps.google.com/maps?q=33.5065775242,126.4930393928&ll=33.5065775242,126.4930393928",33.5065775242,126.4930393928
2019-09-03 05:36:00,부천에스네일,"https://maps.google.com/maps?q=37.5034468221,126.7693841494&ll=37.5034468221,126.7693841494",37.5034468221,126.7693841494
2019-09-03 05:49:03,"Seoul, South Korea","https://maps.google.com/maps?q=37.5689,126.977&ll=37.5689,126.977",37.5689,126.977
2019-09-03 06:26:05,후타리,"https://maps.google.com/maps?q=37.5620479812,127.0824408531&ll=37.5620479812,127.0824408531",37.5620479812,127.0824408531
2019-09-03 07:12:04,CafeStory,"https://maps.google.com/maps?q=37.5548286438,127.2413253784&ll=37.5548286438,127.2413253784",37.5548286438,127.2413253784
2019-09-03 07:28:02,林口高球場,"https://maps.google.com/maps?q=25.1087296066,121.385312968&ll=25.1087296066,121.385312968",25.1087296066,121.385312968
2019-09-03 07:41:00,카페오드리,"https://maps.google.com/maps?q=33.3569409889,126.29725236&ll=33.3569409889,126.29725236",33.3569409889,126.29725236
2019-09-03 08:01:05,제주항 국제여객터미널 (Jeju International Ferry Terminal),"https://maps.google.com/maps?q=33.5260727411,126.5437559241&ll=33.5260727411,126.5437559241",33.5260727411,126.5437559241
2019-09-03 08:41:00,인구해변,"https://maps.google.com/maps?q=37.9675223521,128.762327652&ll=37.9675223521,128.762327652",37.9675223521,128.762327652
2019-09-03 09:00:00,광주남구봉선동,"https://maps.google.com/maps?q=35.1288970535,126.9049722829&ll=35.1288970535,126.9049722829",35.1288970535,126.9049722829
2019-09-03 09:05:01,제주시 동문시장,"https://maps.google.com/maps?q=33.5122414467,126.5273609739&ll=33.5122414467,126.5273609739",33.5122414467,126.5273609739
2019-09-03 09:23:02,Jeju,"https://maps.google.com/maps?q=33.5097,126.522&ll=33.5097,126.522",33.5097,126.522
2019-09-03 09:45:03,지친일상속에서,"https://maps.google.com/maps?q=37.4669021268,126.9310655562&ll=37.4669021268,126.9310655562",37.4669021268,126.9310655562
2019-09-03 09:53:01,인천논현역,"https://maps.google.com/maps?q=37.400641,126.722495&ll=37.400641,126.722495",37.400641,126.722495
2019-09-03 09:57:05,100일간의필라테스,"https://maps.google.com/maps?q=37.557127,127.080639&ll=37.557127,127.080639",37.557127,127.080639
2019-09-03 09:57:05,낙동강 철교 (Nakdonggang(riv.) Railroad Bridge),"https://maps.google.com/maps?q=35.3816014648,128.8187401071&ll=35.3816014648,128.8187401071",35.3816014648,128.8187401071
2019-09-03 10:06:04,Yeongdeok,"https://maps.google.com/maps?q=36.4151,129.366&ll=36.4151,129.366",36.4151,129.366
2019-09-03 10:13:04,별이네펫,"https://maps.google.com/maps?q=37.7055410201,127.2017200291&ll=37.7055410201,127.2017200291",37.7055410201,127.2017200291
2019-09-03 11:05:03,에코그린리조트,"https://maps.google.com/maps?q=33.4354149448,126.29151253&ll=33.4354149448,126.29151253",33.4354149448,126.29151253
2019-09-03 13:23:05,Hong Kong Cultural Centre,"https://maps.google.com/maps?q=22.2939661519,114.1705702389&ll=22.2939661519,114.1705702389",22.2939661519,114.1705702389
2019-09-03 13:42:01,삼교리동치미막국수 춘천점,"https://maps.google.com/maps?q=37.886794,127.751748&ll=37.886794,127.751748",37.886794,127.751748
2019-09-03 14:12:05,잔다냥수원본점,"https://maps.google.com/maps?q=37.2842,127.019&ll=37.2842,127.019",37.2842,127.019
2019-09-03 14:52:04,Seamarq Hotel,"https://maps.google.com/maps?q=37.7979650721,128.9154070323&ll=37.7979650721,128.9154070323",37.7979650721,128.9154070323
2019-09-03 17:47:03,Hotel Scarboro,"https://maps.google.com/maps?q=33.2340211631,126.3689517975&ll=33.2340211631,126.3689517975",33.2340211631,126.3689517975
2019-09-03 21:59:01,Jeju-do,"https://maps.google.com/maps?q=33.4597558033,126.33557443&ll=33.4597558033,126.33557443",33.4597558033,126.33557443
2019-09-03 22:09:02,"Seoul, South Korea","https://maps.google.com/maps?q=37.5689,126.977&ll=37.5689,126.977",37.5689,126.977
2019-09-03 22:16:02,아소재,"https://maps.google.com/maps?q=35.8302935824,128.1882956318&ll=35.8302935824,128.1882956318",35.8302935824,128.1882956318
2019-09-03 22:30:05,국군대전병원,"https://maps.google.com/maps?q=36.39724,127.353314&ll=36.39724,127.353314",36.39724,127.353314
2019-09-03 22:32:00,김포국제공항 (Gimpo International Airport - GMP),"https://maps.google.com/maps?q=37.5635617989,126.8018817902&ll=37.5635617989,126.8018817902",37.5635617989,126.8018817902
2019-09-03 22:54:03,비오는 거리,"https://maps.google.com/maps?q=37.5698238,127.0753092&ll=37.5698238,127.0753092",37.5698238,127.0753092
2019-09-03 23:34:05,Busan 부산,"https://maps.google.com/maps?q=35.155021151,129.1180443764&ll=35.155021151,129.1180443764",35.155021151,129.1180443764
2019-09-03 23:52:05,광령1리,"https://maps.google.com/maps?q=33.4605928,126.4362461&ll=33.4605928,126.4362461",33.4605928,126.4362461
2019-09-04 00:04:00,Jungmun Jeju,"https://maps.google.com/maps?q=33.2470096,126.4151625&ll=33.2470096,126.4151625",33.2470096,126.4151625
2019-09-04 00:21:01,Paju,"https://maps.google.com/maps?q=37.7611,126.775&ll=37.7611,126.775",37.7611,126.775
2019-09-04 00:31:01,반포 한강 공원,"https://maps.google.com/maps?q=37.511620579,126.9982379558&ll=37.511620579,126.9982379558",37.511620579,126.9982379558
2019-09-04 00:49:01,동천동,"https://maps.google.com/maps?q=37.3408371517,127.097693371&ll=37.3408371517,127.097693371",37.3408371517,127.097693371
2019-09-04 01:10:03,용두암,"https://maps.google.com/maps?q=33.515272478,126.511735378&ll=33.515272478,126.511735378",33.515272478,126.511735378
2019-09-04 01:12:04,선한미소천연염색공방,"https://maps.google.com/maps?q=33.2967597,126.6066985&ll=33.2967597,126.6066985",33.2967597,126.6066985
2019-09-04 01:28:04,공단떡볶이,"https://maps.google.com/maps?q=37.4095331264,126.6946781436&ll=37.4095331264,126.6946781436",37.4095331264,126.6946781436
2019-09-04 01:30:00,제주 남원리,"https://maps.google.com/maps?q=33.2772382049,126.7130236283&ll=33.2772382049,126.7130236283",33.2772382049,126.7130236283
2019-09-04 01:32:05,Anseong,"https://maps.google.com/maps?q=37.0078,127.276&ll=37.0078,127.276",37.0078,127.276
2019-09-04 01:34:05,홍대 이름모를 까페,"https://maps.google.com/maps?q=37.5549162459,126.926593781&ll=37.5549162459,126.926593781",37.5549162459,126.926593781
2019-09-04 01:50:03,애월 애파소,"https://maps.google.com/maps?q=33.4644652617,126.3197547197&ll=33.4644652617,126.3197547197",33.4644652617,126.3197547197
2019-09-04 02:01:01,퀸틸리스,"https://maps.google.com/maps?q=33.2231239609,126.2582801027&ll=33.2231239609,126.2582801027",33.2231239609,126.2582801027
2019-09-04 02:13:02,Jeju Island,"https://maps.google.com/maps?q=33.3656,126.5281&ll=33.3656,126.5281",33.3656,126.5281
2019-09-04 02:15:03,롯데시티호텔,"https://maps.google.com/maps?q=37.5445135208,126.9507953525&ll=37.5445135208,126.9507953525",37.5445135208,126.9507953525
2019-09-04 02:28:00,엉또폭포,"https://maps.google.com/maps?q=33.2681957532,126.4990479114&ll=33.2681957532,126.4990479114",33.2681957532,126.4990479114
2019-09-04 02:32:02,THAN댄,"https://maps.google.com/maps?q=37.6494744103,126.7849222056&ll=37.6494744103,126.7849222056",37.6494744103,126.7849222056
2019-09-04 02:32:02,아그리나요트,"https://maps.google.com/maps?q=30.7512777763,127.96875&ll=30.7512777763,127.96875",30.7512777763,127.96875
2019-09-04 02:38:02,제주나무카페,"https://maps.google.com/maps?q=33.4561306102,126.7105049048&ll=33.4561306102,126.7105049048",33.4561306102,126.7105049048
2019-09-04 02:58:01,서프랩,"https://maps.google.com/maps?q=37.9347545661,128.7889909744&ll=37.9347545661,128.7889909744",37.9347545661,128.7889909744
2019-09-04 02:59:01,서울올림픽주경기장,"https://maps.google.com/maps?q=37.5158888889,127.07275&ll=37.5158888889,127.07275",37.5158888889,127.07275
2019-09-04 03:30:01,제주도 애월읍,"https://maps.google.com/maps?q=33.4775373571,126.3626555382&ll=33.4775373571,126.3626555382",33.4775373571,126.3626555382
2019-09-04 03:38:04,울산광역시 울주군 범서읍,"https://maps.google.com/maps?q=35.5705142,129.243069&ll=35.5705142,129.243069",35.5705142,129.243069
2019-09-04 03:43:03,수영인의 마을,"https://maps.google.com/maps?q=37.6981073188,127.4892872477&ll=37.6981073188,127.4892872477",37.6981073188,127.4892872477
2019-09-04 03:45:02,그라운드노리,"https://maps.google.com/maps?q=37.646878,127.305707&ll=37.646878,127.305707",37.646878,127.305707
2019-09-04 03:56:03,서초 푸르지오 써밋,"https://maps.google.com/maps?q=37.5012657783,127.0207285881&ll=37.5012657783,127.0207285881",37.5012657783,127.0207285881
2019-09-04 04:45:04,이건라움청주,"https://maps.google.com/maps?q=36.6304587211,127.4844346081&ll=36.6304587211,127.4844346081",36.6304587211,127.4844346081
2019-09-04 04:48:03,포천 송우리,"https://maps.google.com/maps?q=37.8281905968,127.1463003104&ll=37.8281905968,127.1463003104",37.8281905968,127.1463003104
2019-09-04 04:56:05,보리나주곰탕,"https://maps.google.com/maps?q=37.693741,126.90202&ll=37.693741,126.90202",37.693741,126.90202
2019-09-04 05:02:00,삼송역,"https://maps.google.com/maps?q=37.6530388889,126.8954611111&ll=37.6530388889,126.8954611111",37.6530388889,126.8954611111
2019-09-04 05:10:00,LOTTE Hotel Busan 롯데호텔부산,"https://maps.google.com/maps?q=35.156788146,129.0556755093&ll=35.156788146,129.0556755093",35.156788146,129.0556755093
2019-09-04 05:27:00,Hongcheon,"https://maps.google.com/maps?q=37.697,127.889&ll=37.697,127.889",37.697,127.889
2019-09-04 05:32:05,Jangseong,"https://maps.google.com/maps?q=35.3018,126.785&ll=35.3018,126.785",35.3018,126.785
2019-09-04 05:34:01,지오디바니일산,"https://maps.google.com/maps?q=None,None&ll=None,None",None,None
2019-09-04 05:48:05,배재고등학교,"https://maps.google.com/maps?q=37.5560699496,127.1505676875&ll=37.5560699496,127.1505676875",37.5560699496,127.1505676875
2019-09-04 05:54:04,Jeju-do,"https://maps.google.com/maps?q=33.4597558033,126.33557443&ll=33.4597558033,126.33557443",33.4597558033,126.33557443
2019-09-04 05:57:04,효신교통,"https://maps.google.com/maps?q=37.578157,126.818918&ll=37.578157,126.818918",37.578157,126.818918
2019-09-04 06:03:00,Gimpo Domestic Departure Hall,"https://maps.google.com/maps?q=37.5589199311,126.8028111247&ll=37.5589199311,126.8028111247",37.5589199311,126.8028111247
2019-09-04 06:11:04,Hotel Arte 호텔 아르떼,"https://maps.google.com/maps?q=37.2824,127.018&ll=37.2824,127.018",37.2824,127.018
2019-09-04 06:40:00,카페오드리,"https://maps.google.com/maps?q=33.3569409889,126.29725236&ll=33.3569409889,126.29725236",33.3569409889,126.29725236
2019-09-04 06:47:01,장안대학교,"https://maps.google.com/maps?q=37.2132239181,126.9458599018&ll=37.2132239181,126.9458599018",37.2132239181,126.9458599018
2019-09-04 06:51:04,중구,"https://maps.google.com/maps?q=37.5559222222,126.9703472222&ll=37.5559222222,126.9703472222",37.5559222222,126.9703472222
2019-09-04 06:52:04,益昇環球 珠寶批發 寶石 翡翠 線上拍賣,"https://maps.google.com/maps?q=25.07123,121.51337&ll=25.07123,121.51337",25.07123,121.51337
2019-09-04 06:53:02,Jeju-do,"https://maps.google.com/maps?q=33.4597558033,126.33557443&ll=33.4597558033,126.33557443",33.4597558033,126.33557443
2019-09-04 06:56:04,우리집내구역,"https://maps.google.com/maps?q=34.9427128733,127.5224025033&ll=34.9427128733,127.5224025033",34.9427128733,127.5224025033
2019-09-04 07:01:02,방구석,"https://maps.google.com/maps?q=37.5978982,126.9068502&ll=37.5978982,126.9068502",37.5978982,126.9068502
2019-09-04 07:05:03,Jeju,"https://maps.google.com/maps?q=33.5097,126.522&ll=33.5097,126.522",33.5097,126.522
2019-09-04 07:08:05,카페오드리,"https://maps.google.com/maps?q=33.3569409889,126.29725236&ll=33.3569409889,126.29725236",33.3569409889,126.29725236
2019-09-04 07:15:05,Suwon,"https://maps.google.com/maps?q=37.2824,127.0183&ll=37.2824,127.0183",37.2824,127.0183
2019-09-04 07:29:03,"부산 광안리해수욕장 - 廣安里海水浴場 GwangalliBeach, Busan, South Korea","https://maps.google.com/maps?q=35.1533377988,129.1194740619&ll=35.1533377988,129.1194740619",35.1533377988,129.1194740619
2019-09-04 07:34:04,YEHA Tour - JEJU TOUR,"https://maps.google.com/maps?q=33.4849321696,126.5300130844&ll=33.4849321696,126.5300130844",33.4849321696,126.5300130844
2019-09-04 08:00:00,Jeju,"https://maps.google.com/maps?q=33.5097,126.522&ll=33.5097,126.522",33.5097,126.522
2019-09-04 08:04:02,Pyeongtaek,"https://maps.google.com/maps?q=36.9927,127.0868&ll=36.9927,127.0868",36.9927,127.0868
2019-09-04 08:05:03,Busan 부산,"https://maps.google.com/maps?q=35.155021151,129.1180443764&ll=35.155021151,129.1180443764",35.155021151,129.1180443764
2019-09-04 08:05:05,광주광역시두암동,"https://maps.google.com/maps?q=35.1732692,126.9252885&ll=35.1732692,126.9252885",35.1732692,126.9252885
2019-09-04 08:10:00,제주 위미,"https://maps.google.com/maps?q=33.2750948037,126.6664359248&ll=33.2750948037,126.6664359248",33.2750948037,126.6664359248
2019-09-04 08:10:02,경기 평택시 동삭동,"https://maps.google.com/maps?q=37.0122835673,127.0997173699&ll=37.0122835673,127.0997173699",37.0122835673,127.0997173699
2019-09-04 08:26:05,서울랜드,"https://maps.google.com/maps?q=None,None&ll=None,None",None,None
2019-09-04 08:37:03,넙빌레하우스 (Nubbille House),"https://maps.google.com/maps?q=33.2691613919,126.6485517665&ll=33.2691613919,126.6485517665",33.2691613919,126.6485517665
2019-09-04 08:38:02,수성교 (Bridge 8),"https://maps.google.com/maps?q=35.8614394563,128.6084032059&ll=35.8614394563,128.6084032059",35.8614394563,128.6084032059
2019-09-04 08:55:01,Ydbcoffee,"https://maps.google.com/maps?q=37.2336969,127.200629&ll=37.2336969,127.200629",37.2336969,127.200629
2019-09-04 09:03:02,기업성장센터,"https://maps.google.com/maps?q=37.41098,127.09447&ll=37.41098,127.09447",37.41098,127.09447
2019-09-04 09:09:00,Hotel Scarboro,"https://maps.google.com/maps?q=33.2340211631,126.3689517975&ll=33.2340211631,126.3689517975",33.2340211631,126.3689517975
2019-09-04 09:19:03,천안시청,"https://maps.google.com/maps?q=None,None&ll=None,None",None,None
2019-09-04 09:22:02,합정역,"https://maps.google.com/maps?q=37.5495527885,126.9140161076&ll=37.5495527885,126.9140161076",37.5495527885,126.9140161076
2019-09-04 09:32:02,디지털미디어시티역,"https://maps.google.com/maps?q=37.57654,126.90132&ll=37.57654,126.90132",37.57654,126.90132
2019-09-04 09:39:00,비컴뷰티,"https://maps.google.com/maps?q=37.552129476,126.8495678898&ll=37.552129476,126.8495678898",37.552129476,126.8495678898
2019-09-04 09:39:00,Yvette Leblanc Flower Studio,"https://maps.google.com/maps?q=37.503900223,127.026957282&ll=37.503900223,127.026957282",37.503900223,127.026957282
2019-09-04 09:41:01,홍대요가쿨라,"https://maps.google.com/maps?q=37.5562384562,126.9249972768&ll=37.5562384562,126.9249972768",37.5562384562,126.9249972768
2019-09-04 09:50:05,Inthemass,"https://maps.google.com/maps?q=37.5652966981,127.0409202576&ll=37.5652966981,127.0409202576",37.5652966981,127.0409202576
2019-09-04 09:51:01,위드쿠잉,"https://maps.google.com/maps?q=36.6487644,127.4088939&ll=36.6487644,127.4088939",36.6487644,127.4088939
2019-09-04 09:52:05,법수치계곡,"https://maps.google.com/maps?q=37.910268,128.618588&ll=37.910268,128.618588",37.910268,128.618588
2019-09-04 09:53:03,IGH펜션,"https://maps.google.com/maps?q=33.363916,126.193435&ll=33.363916,126.193435",33.363916,126.193435
2019-09-04 10:02:03,시리우스 호텔,"https://maps.google.com/maps?q=33.4933658,126.4909789&ll=33.4933658,126.4909789",33.4933658,126.4909789
2019-09-04 10:06:01,CLB Tài năng Rainbow Quốc Oai,"https://maps.google.com/maps?q=21.0385245323,105.8335518837&ll=21.0385245323,105.8335518837",21.0385245323,105.8335518837
2019-09-04 10:07:02,"Ushuiai, Ibiza","https://maps.google.com/maps?q=38.8849038269,1.4053005514&ll=38.8849038269,1.4053005514",38.8849038269,1.4053005514
2019-09-04 10:08:04,비산 삼성 래미안,"https://maps.google.com/maps?q=37.3991493386,126.9402224025&ll=37.3991493386,126.9402224025",37.3991493386,126.9402224025
2019-09-04 10:11:02,상현역,"https://maps.google.com/maps?q=37.2971915506,127.0694586968&ll=37.2971915506,127.0694586968",37.2971915506,127.0694586968
2019-09-04 10:14:01,어룡농원,"https://maps.google.com/maps?q=36.9304678857,127.1113298643&ll=36.9304678857,127.1113298643",36.9304678857,127.1113298643
2019-09-04 10:19:00,첨벙첨벙 눈물바다,"https://maps.google.com/maps?q=37.4768826286,126.9087900857&ll=37.4768826286,126.9087900857",37.4768826286,126.9087900857
2019-09-04 10:21:02,Samsung Nano City Hwasung Campus,"https://maps.google.com/maps?q=37.2170609841,127.0771418492&ll=37.2170609841,127.0771418492",37.2170609841,127.0771418492
2019-09-04 10:33:01,Banyan Tree - Club & Spa - Seoul,"https://maps.google.com/maps?q=37.5503867886,127.0014934264&ll=37.5503867886,127.0014934264",37.5503867886,127.0014934264
2019-09-04 10:37:05,Gimpo International Airport - 金浦国际机场 - 김포공항,"https://maps.google.com/maps?q=37.5663445497,126.8013426898&ll=37.5663445497,126.8013426898",37.5663445497,126.8013426898
2019-09-04 10:44:01,Yongin,"https://maps.google.com/maps?q=37.2361,127.201&ll=37.2361,127.201",37.2361,127.201
2019-09-04 10:51:03,주식회사 세광그린푸드,"https://maps.google.com/maps?q=None,None&ll=None,None",None,None
2019-09-04 10:57:05,연남동,"https://maps.google.com/maps?q=37.562205,126.9261783333&ll=37.562205,126.9261783333",37.562205,126.9261783333
2019-09-04 10:57:05,벼리게스트하우스&cafe,"https://maps.google.com/maps?q=33.5238849,126.86466353&ll=33.5238849,126.86466353",33.5238849,126.86466353
2019-09-04 11:11:02,카페더그레이스,"https://maps.google.com/maps?q=33.3214235274,126.241140993&ll=33.3214235274,126.241140993",33.3214235274,126.241140993
2019-09-04 11:26:05,강정포구,"https://maps.google.com/maps?q=33.232148379,126.4779642&ll=33.232148379,126.4779642",33.232148379,126.4779642
2019-09-04 11:33:03,Electric Daisy Carnival - EDC Korea,"https://maps.google.com/maps?q=37.4339767205,127.0196342468&ll=37.4339767205,127.0196342468",37.4339767205,127.0196342468
2019-09-04 11:50:02,천흥,"https://maps.google.com/maps?q=36.873912,127.212286&ll=36.873912,127.212286",36.873912,127.212286
2019-09-04 12:00:02,샌더스커피,"https://maps.google.com/maps?q=37.623692,126.8433193&ll=37.623692,126.8433193",37.623692,126.8433193
2019-09-04 12:07:00,대평포구,"https://maps.google.com/maps?q=33.237581,126.362027&ll=33.237581,126.362027",33.237581,126.362027
2019-09-04 12:09:00,서귀포시,"https://maps.google.com/maps?q=33.2541,126.56&ll=33.2541,126.56",33.2541,126.56
2019-09-04 12:24:02,MLP Surf,"https://maps.google.com/maps?q=36.7885300352,126.1449929407&ll=36.7885300352,126.1449929407",36.7885300352,126.1449929407
2019-09-04 12:29:03,해적짐 - Pirates Gym,"https://maps.google.com/maps?q=37.4967161823,126.8440675736&ll=37.4967161823,126.8440675736",37.4967161823,126.8440675736
2019-09-04 12:39:04,김포국제공항 (Gimpo International Airport - GMP),"https://maps.google.com/maps?q=37.5635617989,126.8018817902&ll=37.5635617989,126.8018817902",37.5635617989,126.8018817902
2019-09-04 13:12:05,Donghae,"https://maps.google.com/maps?q=37.5229970891,129.1129737815&ll=37.5229970891,129.1129737815",37.5229970891,129.1129737815
2019-09-04 13:32:04,중동맛집,"https://maps.google.com/maps?q=37.4986,126.775587&ll=37.4986,126.775587",37.4986,126.775587
2019-09-04 13:42:02,보길도,"https://maps.google.com/maps?q=34.163963772,126.6022120162&ll=34.163963772,126.6022120162",34.163963772,126.6022120162
2019-09-04 13:47:01,분당구 정자동,"https://maps.google.com/maps?q=37.3696417482,127.1060191315&ll=37.3696417482,127.1060191315",37.3696417482,127.1060191315
2019-09-04 13:48:04,서울시 서초구 서초동 어딘가,"https://maps.google.com/maps?q=37.4827240909,127.0076830835&ll=37.4827240909,127.0076830835",37.4827240909,127.0076830835
2019-09-04 13:50:02,속초 설악워터피아,"https://maps.google.com/maps?q=37.5643844,127.0786151&ll=37.5643844,127.0786151",37.5643844,127.0786151
2019-09-04 13:58:00,면목동 어디선가,"https://maps.google.com/maps?q=37.58848578,127.09333296&ll=37.58848578,127.09333296",37.58848578,127.09333296
2019-09-04 14:04:02,벨라시타 BellaCitta,"https://maps.google.com/maps?q=37.6420388211,126.7918400497&ll=37.6420388211,126.7918400497",37.6420388211,126.7918400497
2019-09-04 14:04:04,서운동산,"https://maps.google.com/maps?q=37.7719304016,127.2024928317&ll=37.7719304016,127.2024928317",37.7719304016,127.2024928317
2019-09-04 14:16:00,딸기가좋아,"https://maps.google.com/maps?q=37.521750442,126.7044925256&ll=37.521750442,126.7044925256",37.521750442,126.7044925256
2019-09-04 14:23:01,타요키즈카페보라매,"https://maps.google.com/maps?q=37.4911968792,126.92422264&ll=37.4911968792,126.92422264",37.4911968792,126.92422264
2019-09-04 14:39:02,제주에서돌고래를만난다면,"https://maps.google.com/maps?q=33.528576,126.870845&ll=33.528576,126.870845",33.528576,126.870845
2019-09-04 14:45:01,대정읍,"https://maps.google.com/maps?q=33.22165214,126.25218947&ll=33.22165214,126.25218947",33.22165214,126.25218947
2019-09-04 14:53:01,텐도씨,"https://maps.google.com/maps?q=None,None&ll=None,None",None,None
2019-09-04 14:53:04,철원 양평해장국,"https://maps.google.com/maps?q=37.6475982716,126.7611997774&ll=37.6475982716,126.7611997774",37.6475982716,126.7611997774
2019-09-04 14:53:05,원주따뚜경기장,"https://maps.google.com/maps?q=37.3360866725,127.9466787853&ll=37.3360866725,127.9466787853",37.3360866725,127.9466787853
2019-09-04 14:56:03,이호테우 목마등대,"https://maps.google.com/maps?q=33.5019173584,126.4528954241&ll=33.5019173584,126.4528954241",33.5019173584,126.4528954241
2019-09-04 14:59:05,인천공항 Incheon Airport,"https://maps.google.com/maps?q=37.4486940215,126.4511619873&ll=37.4486940215,126.4511619873",37.4486940215,126.4511619873
2019-09-04 15:53:01,법환동,"https://maps.google.com/maps?q=33.2371308584,126.5156331662&ll=33.2371308584,126.5156331662",33.2371308584,126.5156331662
2019-09-04 16:31:00,살롱드재즈,"https://maps.google.com/maps?q=35.1500722486,126.9184772372&ll=35.1500722486,126.9184772372",35.1500722486,126.9184772372
2019-09-04 16:49:00,제주도 애월읍,"https://maps.google.com/maps?q=33.4775373571,126.3626555382&ll=33.4775373571,126.3626555382",33.4775373571,126.3626555382
2019-09-04 17:16:05,새연교 (Saeyeon Bridge),"https://maps.google.com/maps?q=33.2392614446,126.558997731&ll=33.2392614446,126.558997731",33.2392614446,126.558997731
2019-09-04 17:44:01,제주도 표선,"https://maps.google.com/maps?q=33.3496456203,126.8121855113&ll=33.3496456203,126.8121855113",33.3496456203,126.8121855113
2019-09-04 21:07:01,김포국제공항 (Gimpo International Airport - GMP),"https://maps.google.com/maps?q=37.5635617989,126.8018817902&ll=37.5635617989,126.8018817902",37.5635617989,126.8018817902
2019-09-04 21:21:00,중랑천 벚꽃 길,"https://maps.google.com/maps?q=37.5690347625,127.075842618&ll=37.5690347625,127.075842618",37.5690347625,127.075842618
2019-09-04 22:05:03,진천 Ic,"https://maps.google.com/maps?q=36.8679954146,127.467220523&ll=36.8679954146,127.467220523",36.8679954146,127.467220523
2019-09-04 22:31:01,"Seoul, Korea","https://maps.google.com/maps?q=37.51502,127.01648&ll=37.51502,127.01648",37.51502,127.01648
2019-09-04 22:47:01,제주 함덕 서우봉 해변,"https://maps.google.com/maps?q=33.5427206966,126.6691673662&ll=33.5427206966,126.6691673662",33.5427206966,126.6691673662
2019-09-04 23:06:04,보길도,"https://maps.google.com/maps?q=34.163963772,126.6022120162&ll=34.163963772,126.6022120162",34.163963772,126.6022120162
2019-09-04 23:15:00,Gimpo,"https://maps.google.com/maps?q=37.6152,126.716&ll=37.6152,126.716",37.6152,126.716
2019-09-04 23:40:03,가파도/마라도 정기여객선 터미널,"https://maps.google.com/maps?q=33.210121,126.25841&ll=33.210121,126.25841",33.210121,126.25841
2019-09-04 23:48:00,Hanoi,"https://maps.google.com/maps?q=21.0245,105.84117&ll=21.0245,105.84117",21.0245,105.84117
2019-09-04 23:51:04,경기도 수원시,"https://maps.google.com/maps?q=37.2622222222,127.0288888889&ll=37.2622222222,127.0288888889",37.2622222222,127.0288888889
2019-09-04 23:54:00,Seogwipo,"https://maps.google.com/maps?q=33.2541,126.56&ll=33.2541,126.56",33.2541,126.56
2019-09-04 23:55:01,김포국제공항 (Gimpo International Airport - GMP),"https://maps.google.com/maps?q=37.5635617989,126.8018817902&ll=37.5635617989,126.8018817902",37.5635617989,126.8018817902
2019-09-04 23:58:02,Icheon,"https://maps.google.com/maps?q=37.272,127.435&ll=37.272,127.435",37.272,127.435
