Post_created_time,is_ad,Post_Owner,Post_Owner_id,is_video,like_count,caption,CaptionHashtag,CaptionMention,PostCount,NumComment
2019-07-17 00:44:24,False,barbiehouse12,5465657594,False,12,밤새바람소리때문에잠을설쳤다\n보라카이태풍이지나가는중..\n3일내내비만온다..\n이른아침수영장에서\n혼자노는재인이♡\n#보라카이태풍\n#태풍다나스\n#태풍다나스에뜻은경험이라는데\n#보라카이태풍경험해보자,"['#보라카이태풍', '#태풍다나스', '#태풍다나스에뜻은경험이라는데', '#보라카이태풍경험해보자']",[],1,5
2019-07-17 01:18:09,False,jeri.mam,15781732743,False,5,"#버숑\n#버숑제리맘\n-\n예비맘, 임산부라구요?\n앞으로 들어가야 할 돈은 많고\n걱정이시죠!\n-\n육아용품, 출산비용 더이상 걱정 끝!\n임산부도 할 수 있는 부업!\n휴대폰만 있으면 \n언제 어디서든 가능해요\n-\n<제리맘의 노하우 100% 전수!>\n■ 부업은 부업답게! 휴대폰으로만 가능\n■ 포토샵 없이도 이미지 제작방법\n■ 인스타, 블로그 교육!\n■ 해시태그 교육법 -\n🍀버숑책임멘토 제리맘\n🍀버숑꼼꼼멘토 제리맘\n-\n⭐혼자하면힘들지만.\n같이하면할수있죠.\n⭐버숑멘토 제리맘이 같이해요.\n-\n\n수익날수밖에 없는 수익구조!!\n7월 정식오픈!!\n-\n☆체험단수익\n☆인스타포스팅수익\n☆광고주영업수익\n☆버니모집수익\n-\n버숑으로\n하고싶은거다하세요🍻\n-\n거짓인증안하는양심멘토제리맘^^\n성공하는방법꿀팁알려드릴께요~ -\n상담은 요기로요.\n-\n□ 프로필하단 오픈쳇 or kakao.jerimam0611","['#버숑', '#버숑제리맘']",[],1,1
2019-07-17 02:16:17,False,bori0930,1496035792,False,44,".\n<5호 태풍 '다나스' 북상> \n기상청 예보에 따르면, \n일요일 태풍이 서해안으로 북상해 월요일까지 영향을 줄 것이라고 한다.\n\n김보리 기상대 전망은 조금 다르다.\n태풍은 우리나라까지 올라오지 못하고 소멸할 것으로 본다.\n\n왜냐하면,\n일단 태풍 자체의 크기가 크지 않고.\n타이완에 살짝 상륙했다가 오면서 힘이 쭉 빠지고.\n서해안의 수온이 23-24도 정도 밖에 안되기 때문.\n\n일-월요일에는 바람만 많이 불 것으로 예상되고.\n오히려 폭우가 오는 시점은 주 초반(월,화,수)이 될 것으로 본다.\n\n태풍이 소멸한 뒤 열대저기압의 형태로 \n북서풍을 타고 서해안을 지나오다 수증기를 모을 것이기 때문.\n\n예측이 맞을지 두고봅시다. 두둥!\n\n#태풍다나스#보리기상대#낄낄","['#태풍다나스', '#보리기상대', '#낄낄']",[],1,16
2019-07-17 02:34:02,False,namu201503,16101561643,False,8,"#버숑\n#버숑제리맘\n-\n예비맘, 임산부라구요?\n앞으로 들어가야 할 돈은 많고\n걱정이시죠!\n-\n육아용품, 출산비용 더이상 걱정 끝!\n임산부도 할 수 있는 부업!\n휴대폰만 있으면 \n언제 어디서든 가능해요\n-\n<제리맘의 노하우 100% 전수!>\n■ 부업은 부업답게! 휴대폰으로만 가능\n■ 포토샵 없이도 이미지 제작방법\n■ 인스타, 블로그 교육!\n■ 해시태그 교육법 -\n🍀버숑책임멘토 제리맘\n🍀버숑꼼꼼멘토 제리맘\n-\n⭐혼자하면힘들지만.\n같이하면할수있죠.\n⭐버숑멘토 제리맘이 같이해요.\n-\n\n수익날수밖에 없는 수익구조!!\n7월 정식오픈!!\n-\n☆체험단수익\n☆인스타포스팅수익\n☆광고주영업수익\n☆버니모집수익\n-\n버숑으로\n하고싶은거다하세요🍻\n-\n거짓인증안하는양심멘토제리맘^^\n성공하는방법꿀팁알려드릴께요~ -\n상담은 요기로요.\n-\n□ 프로필하단 오픈쳇 or kakao.jerimam0611","['#버숑', '#버숑제리맘']",[],1,2
2019-07-17 02:59:54,False,namu201503,16101561643,False,7,"#버숑\n#버숑제리맘\n-\n예비맘, 임산부라구요?\n앞으로 들어가야 할 돈은 많고\n걱정이시죠!\n-\n육아용품, 출산비용 더이상 걱정 끝!\n임산부도 할 수 있는 부업!\n휴대폰만 있으면 \n언제 어디서든 가능해요\n-\n<제리맘의 노하우 100% 전수!>\n■ 부업은 부업답게! 휴대폰으로만 가능\n■ 포토샵 없이도 이미지 제작방법\n■ 인스타, 블로그 교육!\n■ 해시태그 교육법 -\n🍀버숑책임멘토 제리맘\n🍀버숑꼼꼼멘토 제리맘\n-\n⭐혼자하면힘들지만.\n같이하면할수있죠.\n⭐버숑멘토 제리맘이 같이해요.\n-\n\n수익날수밖에 없는 수익구조!!\n7월 정식오픈!!\n-\n☆체험단수익\n☆인스타포스팅수익\n☆광고주영업수익\n☆버니모집수익\n-\n버숑으로\n하고싶은거다하세요🍻\n-\n거짓인증안하는양심멘토제리맘^^\n성공하는방법꿀팁알려드릴께요~ -\n상담은 요기로요.\n-\n□ 프로필하단 오픈쳇 or kakao.jerimam0611","['#버숑', '#버숑제리맘']",[],1,1
2019-07-17 03:00:46,False,ansgml12,1634823685,False,20,시부모님  모시고  일찍떠나는  휴가  출발!!\n변산대명리조트  가는날이 장날이네... 태풍  다나스가 오고있다는데😅😅😅\n너무  뜨거운거보단  괜찮다고  주문거는중~~\n바다도보고  워터파크에서도 재미있게놀다오자\n#이른휴가 \n#태풍다나스 \n#신랑회사추첨으로된\n#변산대명리조트🏢\n#효자신랑은피곤하다\n#그래도재미난시간보내고오자😊 \n#또하나의추억 \n#유라이크📸📸\n#현승아사랑해💖💖\n#엄마아들로태어나줘서고마워😚😚,"['#이른휴가', '#태풍다나스', '#신랑회사추첨으로된', '#변산대명리조트', '#효자신랑은피곤하다', '#그래도재미난시간보내고오자', '#또하나의추억', '#유라이크', '#현승아사랑해', '#엄마아들로태어나줘서고마워']",[],1,2
2019-07-17 03:21:01,False,reeling_al,16261397776,False,11,어디서 본건 있어서ㅋㅋ\n시작은 좋았으나......🤣\n폭망💥💥💥,[],[],1,3
2019-07-17 03:46:56,False,boracay_rose,1163618994,False,107,#실시간보라카이 \n#태풍다나스 의 영향으로 보라카이 앞바다에 비바람이 불고 있어요~~~ 호핑투어/스투버다이빙을 제외한 해양스포츠는 오늘 모두 금지되었습니다. \n#땡보호핑투어 오늘은 비바람과 함께 출발!!! ㅎㅎㅎ \n어제도 비는 쏟아졌지만 어떤날보다 즐거웠어요!!! 오늘도 신나게 놀아보아요~~~!! 그리고 전 잘 #살아있어요 ㅋㅋㅋㅋㅋㅋ,"['#실시간보라카이', '#태풍다나스', '#땡보호핑투어', '#살아있어요']",[],1,1
2019-07-17 03:59:24,False,h_h_ee_,303416274,False,38,"애드라 내일 내 생일인거 실감난다\n기억나니,,,? 생일에 태풍왔는데 나 애꾸눈하고 나가서 술먹고 우산 다 찢어지고,,, 기억나니,,,, 내 생일마다 비오는거\n.\n.\n.\n#태풍 #태풍다나스 #주말날씨 #내생일 #0718 #29세 #일기예보 #직장인스타그램 #데일리룩 #완도 #광주 #동명동 #담양 #맞팔 #셀카 #셀스타그램","['#태풍', '#태풍다나스', '#주말날씨', '#내생일', '#0718', '#29세', '#일기예보', '#직장인스타그램', '#데일리룩', '#완도', '#광주', '#동명동', '#담양', '#맞팔', '#셀카', '#셀스타그램']",[],1,2
2019-07-17 04:13:20,False,yeonjihoney,11056071440,False,6,태풍 다나스의 영향으로 많은 비가 예상된다고 해요. \n미리 미리 대비하세요~\n\n#태풍 #다나스 #태풍다나스 #장마 #비올땐꿀차 #연지네꽃꿀 #천연꿀 #아카시아꿀,"['#태풍', '#다나스', '#태풍다나스', '#장마', '#비올땐꿀차', '#연지네꽃꿀', '#천연꿀', '#아카시아꿀']",[],1,0
2019-07-17 04:39:59,False,kakagoodsister,9467437602,False,18,.\n-가격문의 카톡 ID : kks1423\n.\n-간편 문의는 프로필링크 주소 클릭\n.\n-프로필 URL 주소클릭해주세요^^ .\n#정두언\n#태풍\n#태풍다나스\n#인터파크인생날\n#2019년태풍\n#안다르래쉬가드\n#이민우\n#제헌절\n#김남길\n#첨생법,"['#정두언', '#태풍', '#태풍다나스', '#인터파크인생날', '#2019년태풍', '#안다르래쉬가드', '#이민우', '#제헌절', '#김남길', '#첨생법']",[],1,0
2019-07-17 04:42:49,False,mrcho12,1746085,True,45,.\n현 시각 보라카이\n\n#태풍다나스\n#보라카이,"['#태풍다나스', '#보라카이']",[],1,3
2019-07-17 04:51:45,False,j_kwfc,10619627301,False,15,#태풍\n 드디어 태풍이 ㅜㅜ 우리집유리창 안전필름으로 대비합시다\n\n#한국썬팅필름협동조합 \n#안전필름\n#방범필름\n#비산방지\n#유리깨짐😣 \n#안전사고\n#태풍다나스\n#청명필름\n#광주전남전북썬팅필름 \n#에너맥스\n#~~~~~~~~~~,"['#태풍', '#한국썬팅필름협동조합', '#안전필름', '#방범필름', '#비산방지', '#유리깨짐', '#안전사고', '#태풍다나스', '#청명필름', '#광주전남전북썬팅필름', '#에너맥스']",[],1,0
2019-07-17 05:11:33,False,bagjieun955,16140234781,False,3,"#버숑\n#버숑제리맘\n-\n예비맘, 임산부라구요?\n앞으로 들어가야 할 돈은 많고\n걱정이시죠!\n-\n육아용품, 출산비용 더이상 걱정 끝!\n임산부도 할 수 있는 부업!\n휴대폰만 있으면 \n언제 어디서든 가능해요\n- <제리맘의 노하우 100% 전수!>\n■ 부업은 부업답게! 휴대폰으로만 가능\n■ 포토샵 없이도 이미지 제작방법\n■ 인스타, 블로그 교육!\n■ 해시태그 교육법 -\n🍀버숑책임멘토 제리맘\n🍀버숑꼼꼼멘토 제리맘\n-\n⭐혼자하면힘들지만.\n같이하면할수있죠.\n⭐버숑멘토 제리맘이 같이해요.\n-\n\n수익날수밖에 없는 수익구조!!\n7월 정식오픈!!\n-\n☆체험단수익\n☆인스타포스팅수익\n☆광고주영업수익\n☆버니모집수익\n-\n버숑으로\n하고싶은거다하세요🍻\n-\n거짓인증안하는양심멘토제리맘^^\n성공하는방법꿀팁알려드릴께요~ -\n상담은 요기로요.\n-\n□ 프로필하단 오픈쳇 or kakao.jerimam0611","['#버숑', '#버숑제리맘']",[],1,1
2019-07-17 05:49:15,False,ieul_official,9612229629,False,20,"#여름 에는 \n#냉콩국수 아닌가요💙\n⠀⠀⠀\n옥계에 놀러오시면 4,9일장이 열리는데\n#장날 나가서 먹는 잔치국수, 콩국수, 간식들이 별미에요! ⠀⠀⠀\n#꿈비행장 이랑 5분거리라서 \n너무 좋아요❤️","['#여름', '#냉콩국수', '#장날', '#꿈비행장']",[],1,8
2019-07-17 06:18:39,False,jeri.mam,15781732743,False,2,"#버숑\n#버숑제리맘\n-\n예비맘, 임산부라구요?\n앞으로 들어가야 할 돈은 많고\n걱정이시죠!\n-\n육아용품, 출산비용 더이상 걱정 끝!\n임산부도 할 수 있는 부업!\n휴대폰만 있으면 \n언제 어디서든 가능해요\n-\n<제리맘의 노하우 100% 전수!>\n■ 부업은 부업답게! 휴대폰으로만 가능\n■ 포토샵 없이도 이미지 제작방법\n■ 인스타, 블로그 교육!\n■ 해시태그 교육법 -\n🍀버숑책임멘토 제리맘\n🍀버숑꼼꼼멘토 제리맘\n-\n⭐혼자하면힘들지만.\n같이하면할수있죠.\n⭐버숑멘토 제리맘이 같이해요.\n-\n\n수익날수밖에 없는 수익구조!!\n7월 정식오픈!!\n-\n☆체험단수익\n☆인스타포스팅수익\n☆광고주영업수익\n☆버니모집수익\n-\n버숑으로\n하고싶은거다하세요🍻\n-\n거짓인증안하는양심멘토제리맘^^\n성공하는방법꿀팁알려드릴께요~ -\n상담은 요기로요.\n-\n□ 프로필하단 오픈쳇 or kakao.jerimam0611","['#버숑', '#버숑제리맘']",[],1,1
2019-07-17 06:31:00,False,ohoh_star,4399475312,False,11,강냉이 터는 중\n재배에서 수확 식탁까지 배송가능\n배송료 30만원 \n맛이 없을시 원펀치 쓰리강냉이 \n#옥수수#강냉이#다털어#졸덥네#태풍다나스\n#궁예의동네한바퀴#6시럴네고향#한국인의밥상머리,"['#옥수수', '#강냉이', '#다털어', '#졸덥네', '#태풍다나스', '#궁예의동네한바퀴', '#6시럴네고향', '#한국인의밥상머리']",[],1,6
2019-07-17 07:07:13,False,hannahs_shelter,7503389269,False,249,".\n최근 치료받은 아이들이예요.\n보호소 환경은 열악하지만 후원해주신 후원금으로\n급한 아이들부터 치료받고 있습니다.\n\n노령견 시츄 또리는 치주염으로 스케일링과 발치를 했어요.\n똘이는 철망을 넘다가 목과 다리쪽에 철망에 찔려 구멍이 크게나서\n봉합수술을 받았어요. ㅜㅜ 정말 큰일날뻔 했어요..\n봉사단체 러피월드에서 곳곳의 환경을 보수해주고 있지만\n야외 환경이다보니 위험한 공간이 숨어 있어요..ㅠㅠ\n\n탈장 아이 수술과 태어난지 몇달 되지않은 아이,\n급성신부전 기생충감염과 간수치 이상으로 3일정도 입원하였어요.\n장군이도 노령견인데 귀치료를 받고 한동안 약을 먹어야해서\n약먹일때까지만 임보중에 있어요.\n현재 노령견도 많고 태어난 아이들도 많고 치료할 아이들이 넘쳐납니다.\n모두가 치료를 받을 수는 없어요. 하지만 치료받지 못하던 아이들이 후원자 분들 덕분에 다시 살 수 있는 기회와 입양갈 수 있는 기회가 생겼어요.\n\n후원해주셔서 정말 감사합니다. \n한나네 보호소 후원내역은 매달말일(늦어도 매월초) 정리하여 올려드려요.\n감사합니다. 치료받을 수 있게 해주셔서요🙏🏻🙏🏻\n.\n.\n🧙🏻‍♂️ 정기봉사 문의 @luppyworld\n🏳️‍🌈 출처 및 입양계정 @hannahs_shelter\n💊펫버킷추천코드(10%할인✨) “PBK12023021”\n👉🏽적립금은 한나네아이들 내,외부기생충약 구매에 쓰여집니다!\n.\n.\n•••••••••••••••••••••••••••••••••••••••••••••••••••••••••••\n🌸임보 및 입양신청🌸\n.\n🐕프로필 링크에서 신청서를 다운받아 작성 후 메일을 보내주세요. ✅\n신청서 확인 후 상담이 진행되니, 꼭꼭!! 신청서부터 보내주세요🙏🏻\n••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••\n.\n.\n#한나네보호소후원 #한나네보호소 #대구보호소\n#대구유기견보호소 #사지말고입양하세요 #유기견 #치료 #후원 #기부 #감사합니다 #대구 #칠곡 #구미 #경산 #카카오뱅크 #태풍다나스 #토르4 #햄식이 #휴가 #강풍","['#한나네보호소후원', '#한나네보호소', '#대구보호소', '#대구유기견보호소', '#사지말고입양하세요', '#유기견', '#치료', '#후원', '#기부', '#감사합니다', '#대구', '#칠곡', '#구미', '#경산', '#카카오뱅크', '#태풍다나스', '#토르4', '#햄식이', '#휴가', '#강풍']","['@luppyworld', '@hannahs_shelter']",1,3
2019-07-17 07:17:58,False,kimchanggoo,6518770139,True,3,장마전선 북상 중...\n.\n.\n태풍도 준비 중\n\n#기상위성영상\n#레이더영상 \n#비스타그램☔️ #안드로이드앱 \n#장마 #태풍다나스,"['#기상위성영상', '#레이더영상', '#비스타그램', '#안드로이드앱', '#장마', '#태풍다나스']",[],1,0
2019-07-17 07:51:51,False,jeri.mam,15781732743,False,4,"#버숑\n#버숑제리맘\n-\n예비맘, 임산부라구요?\n앞으로 들어가야 할 돈은 많고\n걱정이시죠!\n-\n육아용품, 출산비용 더이상 걱정 끝!\n임산부도 할 수 있는 부업!\n휴대폰만 있으면 \n언제 어디서든 가능해요\n-\n<제리맘의 노하우 100% 전수!>\n■ 부업은 부업답게! 휴대폰으로만 가능\n■ 포토샵 없이도 이미지 제작방법\n■ 인스타, 블로그 교육!\n■ 해시태그 교육법 -\n🍀버숑책임멘토 제리맘\n🍀버숑꼼꼼멘토 제리맘\n-\n⭐혼자하면힘들지만.\n같이하면할수있죠.\n⭐버숑멘토 제리맘이 같이해요.\n-\n\n수익날수밖에 없는 수익구조!!\n7월 정식오픈!!\n-\n☆체험단수익\n☆인스타포스팅수익\n☆광고주영업수익\n☆버니모집수익\n-\n버숑으로\n하고싶은거다하세요🍻\n-\n거짓인증안하는양심멘토제리맘^^\n성공하는방법꿀팁알려드릴께요~ -\n상담은 요기로요.\n-\n□ 프로필하단 오픈쳇 or kakao.jerimam0611","['#버숑', '#버숑제리맘']",[],1,1
2019-07-17 07:56:48,False,kakagoodsister,9467437602,False,11,.\n-가격문의 카톡 ID : kks1423\n.\n-간편 문의는 프로필링크 주소 클릭\n.\n-프로필 URL 주소클릭해주세요^^ .\n#태풍\n#인터파크인생날\n#태풍다나스\n#크러쉬\n#이민우\n#월요일이사라졌다\n#2019년태풍\n#안다르래쉬가드\n#정선아\n#라이온킹쿠키,"['#태풍', '#인터파크인생날', '#태풍다나스', '#크러쉬', '#이민우', '#월요일이사라졌다', '#2019년태풍', '#안다르래쉬가드', '#정선아', '#라이온킹쿠키']",[],1,0
2019-07-17 07:57:51,False,beomjun2626,4228403862,False,35,#태풍 #다나스\n워후~ 얄짤없이 제주 관통 ㄷㄷㄷ\n사알짝 우회전해서 일본열도로...😏\n(요새 주변에 일본가는분들 좀있던데 죄송ㅋㅋ 농담임다😜)\n.\n.\n.\n#대단히큰태풍아니지만 #그래도다들조심하시고 #피해없으시길 #제주 #제주도 #제주살이 #제주시 #태풍다나스 #날씨 #겁나습해 #짜증지수 #폭발 #😫😫😫,"['#태풍', '#다나스', '#대단히큰태풍아니지만', '#그래도다들조심하시고', '#피해없으시길', '#제주', '#제주도', '#제주살이', '#제주시', '#태풍다나스', '#날씨', '#겁나습해', '#짜증지수', '#폭발']",[],1,15
