Post_created_time,comment,comment_posted_time,commentor_ID,commentor,comment_hashtag,comment_mention,reply,replied_time,replyer,reply_hashtag,reply_mention,like_count
2019-07-01 01:56:20,❤️❤️❤️❤️❤️,2019-07-01_05-38-28,1387254992,afiasari_ai,[],[],-,-,-,[],[],1
2019-07-01 01:56:20,❤❤❤,2019-07-01_02-20-42,5666078130,pwulan220,[],[],-,-,-,[],[],1
2019-07-01 01:56:20,💕💕💕,2019-07-01_03-12-24,1987908479,callistaadelia841,[],[],-,-,-,[],[],1
2019-07-01 01:56:20,❤️❤️❤️❤️❤️,2019-07-01_05-38-28,1387254992,afiasari_ai,[],[],-,-,-,[],[],1
2019-07-01 01:56:20,@rismakenapasih,2019-07-01_10-42-06,3291227826,_rrrisma,[],['@rismakenapasih'],-,-,-,[],[],1
2019-07-01 01:56:20,I love you 9000 times @by_jinseok 💓💓💓💓,2019-07-01_11-59-28,1465350640,kevinynn,[],['@by_jinseok'],-,-,-,[],[],1
2019-07-01 08:05:55,으앙 귀여워 이걸 이제 보다니,2019-08-19_02-42-03,1261288323,fromcindy_korea,[],[],-,-,-,[],[],0
2019-07-01 08:05:55,으앙 귀여워 이걸 이제 보다니,2019-08-19_02-42-03,1261288323,fromcindy_korea,[],[],-,-,-,[],[],0
2019-07-01 11:31:19,Mengalihkan apa mrs? Mengalihkan tabunganku? 😄,2019-07-01_11-48-46,5666078130,pwulan220,[],[],@pwulan220 😂😂😂🙈,2019-07-01_19-09-00,by_jinseok.ina,[],['@pwulan220'],0
2019-07-01 11:31:19,Mengalihkan apa mrs? Mengalihkan tabunganku? 😄,2019-07-01_11-48-46,5666078130,pwulan220,[],[],@pwulan220 😂😂😂🙈,2019-07-01_19-09-00,by_jinseok.ina,[],['@pwulan220'],0
2019-07-01 13:13:50,날도 더운데 개고생이네^^,2019-07-01_23-03-37,14914618086,oksuns,[],[],@oksuns 어젠 다른날에 비해 개시원했음^^,2019-07-01_23-19-35,yunsoyoung7482,[],['@oksuns'],1
2019-07-01 13:13:50,날도 더운데 개고생이네^^,2019-07-01_23-03-37,14914618086,oksuns,[],[],@oksuns 어젠 다른날에 비해 개시원했음^^,2019-07-01_23-19-35,yunsoyoung7482,[],['@oksuns'],1
2019-07-01 13:13:50,너 말고 강아지들...ㅎㅎㅎㅎ,2019-07-01_23-22-43,14914618086,oksuns,[],[],@oksuns 나두 강아지들 얘기였엉...ㅎㅎㅎㅎ,2019-07-01_23-26-32,yunsoyoung7482,[],['@oksuns'],0
2019-07-01 13:13:50,너 말고 강아지들...ㅎㅎㅎㅎ,2019-07-01_23-22-43,14914618086,oksuns,[],[],@oksuns 나두 강아지들 얘기였엉...ㅎㅎㅎㅎ,2019-07-01_23-26-32,yunsoyoung7482,[],['@oksuns'],0
2019-07-01 13:56:54,오늘도 강생이랑 시간 보냈구낭~~^^,2019-07-01_14-04-04,14914618086,oksuns,[],[],-,-,-,[],[],1
2019-07-01 13:56:54,오늘도 강생이랑 시간 보냈구낭~~^^,2019-07-01_14-04-04,14914618086,oksuns,[],[],-,-,-,[],[],1
2019-07-01 14:36:46,맞팔해용☺️,2019-07-02_11-26-43,12880023073,envy.official_,[],[],-,-,-,[],[],0
2019-07-01 14:36:46,안전교육은 자주 많이 해줘도 부족함이 없죠~ 거기다 폴리라면 삼둥이 집중력 최고겠어요ㅋㅋ,2019-07-01_16-30-58,3763763466,triplets_mamamong,[],[],-,-,-,[],[],1
2019-07-01 14:36:46,맞팔해용☺️,2019-07-02_11-26-43,12880023073,envy.official_,[],[],-,-,-,[],[],0
2019-07-01 14:36:46,오오..우리 둘째 오빠 따라서 로보카폴리 좋아하는데 안전그림책이 있었다니 당장 구매해서 보여줘야겠다!,2019-07-03_01-39-20,2882497277,ryu.hyejung,[],[],-,-,-,[],[],0
2019-07-01 14:36:46,오오..우리 둘째 오빠 따라서 로보카폴리 좋아하는데 안전그림책이 있었다니 당장 구매해서 보여줘야겠다!,2019-07-03_01-39-20,2882497277,ryu.hyejung,[],[],-,-,-,[],[],0
2019-07-01 14:36:46,안전교육은 자주 많이 해줘도 부족함이 없죠~ 거기다 폴리라면 삼둥이 집중력 최고겠어요ㅋㅋ,2019-07-01_16-30-58,3763763466,triplets_mamamong,[],[],-,-,-,[],[],1
2019-07-01 23:02:31,Unnie upload the dance perf.go tomorrow solo.😂😂😂,2019-07-01_23-04-23,6255222578,jinseokby_08181998,[],[],-,-,-,[],[],1
2019-07-01 23:02:31,아아아 진짜 귀엽다😍,2019-07-01_23-20-08,13705596351,letsthembethem,[],[],-,-,-,[],[],1
2019-07-01 23:02:31,Ketawanya itu loo iss😍,2019-07-02_16-12-01,5786542807,alfirad_by,[],[],-,-,-,[],[],1
2019-07-01 23:02:31,Ketawanya itu loo iss😍,2019-07-02_16-12-01,5786542807,alfirad_by,[],[],-,-,-,[],[],1
2019-07-01 23:02:31,아아아 진짜 귀엽다😍,2019-07-01_23-20-08,13705596351,letsthembethem,[],[],-,-,-,[],[],1
2019-07-01 23:02:31,Unnie upload the dance perf.go tomorrow solo.😂😂😂,2019-07-01_23-04-23,6255222578,jinseokby_08181998,[],[],-,-,-,[],[],1
2019-07-02 01:46:44,아펏겠다야.. 너가 물 터는 곳에 딱 미끌어졌네 ;;,2019-07-02_02-07-42,195576858,moorimchoi,[],[],@moorimchoi ㅋㅋㅋㅋㅋㅋㅋ 우울할땨봐,2019-07-02_07-17-19,benbbu_ang,[],['@moorimchoi'],0
2019-07-02 01:46:44,사장님ㅋㅋㅋㅋㅋ쿠ㅠㅠㅠㅠㅠㅠㅠㅠ마치 만화의 한장면같네요...,2019-07-02_09-51-44,4154583831,s_ye_ng_,[],[],@1amthrough 열심히 나처럼 뛰었어?,2019-07-02_10-34-45,benbbu_ang,[],['@1amthrough'],0
2019-07-02 01:46:44,사장님ㅋㅋㅋㅋㅋ쿠ㅠㅠㅠㅠㅠㅠㅠㅠ마치 만화의 한장면같네요...,2019-07-02_09-51-44,4154583831,s_ye_ng_,[],[],@benbbu_ang 사장님은 못따라가지만 열심히 뛰었슴다👍☺️,2019-07-02_10-43-28,s_ye_ng_,[],['@benbbu_ang'],0
2019-07-02 01:46:44,사장님ㅋㅋㅋㅋㅋ쿠ㅠㅠㅠㅠㅠㅠㅠㅠ마치 만화의 한장면같네요...,2019-07-02_09-51-44,4154583831,s_ye_ng_,[],[],@s_ye_ng_ 뿌듯하다.. ( 지나한테 한 말이였어),2019-07-02_10-52-12,benbbu_ang,[],['@s_ye_ng_'],0
2019-07-02 01:46:44,사장님ㅋㅋㅋㅋㅋ쿠ㅠㅠㅠㅠㅠㅠㅠㅠ마치 만화의 한장면같네요...,2019-07-02_09-51-44,4154583831,s_ye_ng_,[],[],@benbbu_ang 아ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ위에꺼 못봤어요 ㅋㅋㅋㅋㅋ 아 사장님 역시 사장님 미소를 잃지않는 서비스 정신,2019-07-02_10-53-55,s_ye_ng_,[],['@benbbu_ang'],0
2019-07-02 01:46:44,사장님ㅋㅋㅋㅋㅋ쿠ㅠㅠㅠㅠㅠㅠㅠㅠ마치 만화의 한장면같네요...,2019-07-02_09-51-44,4154583831,s_ye_ng_,[],[],@benbbu_ang 나도 알바할 때 저렇게 넘어져 본적은 없는데..,2019-07-02_09-57-53,1amthrough,[],['@benbbu_ang'],0
2019-07-02 01:46:44,사장님ㅋㅋㅋㅋㅋ쿠ㅠㅠㅠㅠㅠㅠㅠㅠ마치 만화의 한장면같네요...,2019-07-02_09-51-44,4154583831,s_ye_ng_,[],[],@s_ye_ng_ 나는 그래도 미소를 잃지 않았다. 아픔을 모르지,2019-07-02_09-53-37,benbbu_ang,[],['@s_ye_ng_'],0
2019-07-02 01:46:44,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저요oi,2019-07-02_09-36-09,15853356650,ihani996,[],[],@ihani996 나는 너를 모른닼ㅋㅋㅋㅋ 모르는 사람이다 .. 나 부끄럽게 하지마라,2019-07-02_09-58-14,benbbu_ang,[],['@ihani996'],0
2019-07-02 01:46:44,돈클 와르르멘션 될뻔,2019-07-02_07-09-45,3208070892,fjrzlglap,[],[],@fjrzlglap 집 멀쩡해요? 진동이 느껴졌을거에요,2019-07-02_07-16-52,benbbu_ang,[],['@fjrzlglap'],0
2019-07-02 01:46:44,이거 웃어야할지.. 웃어야할지..,2019-07-02_05-57-59,6792518271,2.03.03.2,[],[],@2.03.03.2 전 얼굴이 생명이라,2019-07-02_07-24-42,benbbu_ang,[],['@2.03.03.2'],0
2019-07-02 01:46:44,어이구..,2019-07-02_05-42-06,8944527647,colin_gil,[],[],@colin_gil ㅋㅋㅋㅋㅋㅋ 조심해라 너도,2019-07-02_07-23-38,benbbu_ang,[],['@colin_gil'],0
2019-07-02 01:46:44,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ일안하시다가 해서 그래요,,,",2019-07-02_04-18-00,8237788127,1amthrough,[],[],@1amthrough 무슨소리야 요즘 나 주방에서 살아,2019-07-02_07-23-19,benbbu_ang,[],['@1amthrough'],0
2019-07-02 01:46:44,어머진짜아팟겠어요,2019-07-02_02-13-39,6339679680,jung_hee6852,[],[],@jung_hee6852 난 괜찮아 ㅋㅋㅋㅋㅋ 잘 넘어져서,2019-07-02_07-22-29,benbbu_ang,[],['@jung_hee6852'],0
2019-07-02 01:46:44,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2019-07-02_03-35-23,1828812520,kang_kang2,[],[],@kang_kang2 웃겼으니 됐다,2019-07-02_07-23-29,benbbu_ang,[],['@kang_kang2'],0
2019-07-02 01:46:44,아놔~~~ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2019-07-02_02-37-10,1989092688,cha_yun_ji,[],[],@cha_yun_ji ㅋㅋㅋㅋㅋㅋ 슬플때 봐요,2019-07-02_07-22-55,benbbu_ang,[],['@cha_yun_ji'],0
2019-07-02 01:46:44,헉.🤣,2019-07-02_15-21-53,7781887457,kmjun_0603,[],[],-,-,-,[],[],0
2019-07-02 01:46:44,이제몸개그까지하네 @benbbu_ang  예전엔 말로만웃겼는데..,2019-07-02_14-56-36,1423366224,thehakistyle,[],['@benbbu_ang'],-,-,-,[],[],0
2019-07-02 01:46:44,너야?ㅋㅋㅋㄱㅋㄱㄱㄱ뚝배기 나갈뻔했넼ㅋ,2019-07-02_10-47-46,12280701140,gyeongseongjun,[],[],@gyeongseongjun 먼저 저승가서 기다릴뻔했잖아~,2019-07-02_12-21-02,benbbu_ang,[],['@gyeongseongjun'],0
2019-07-02 01:46:44,"#일상#소통#좋아요#데일리#좋반
#Daily#맞팔해요#좋아요반사#인친
#맞팔#선팔#f4f#l4l#선팔하면맞팔
#선팔맞팔#follow",2019-07-02_01-47-01,8380190360,benbbu_ang,"['#일상', '#소통', '#좋아요', '#데일리', '#좋반', '#Daily', '#맞팔해요', '#좋아요반사', '#인친', '#맞팔', '#선팔', '#f4f', '#l4l', '#선팔하면맞팔', '#선팔맞팔', '#follow']",[],-,-,-,[],[],0
2019-07-02 01:46:44,방댕이 혹나것네,2019-07-02_01-48-01,1578826750,5484hj,[],[],@5484hj 이래서 다이어트 안한다,2019-07-02_02-06-31,benbbu_ang,[],['@5484hj'],0
2019-07-02 01:46:44,방댕이 혹나것네,2019-07-02_01-48-01,1578826750,5484hj,[],[],@5484hj 지진났어 우리동네,2019-07-02_02-05-05,benbbu_ang,[],['@5484hj'],0
2019-07-02 01:46:44,방댕이 혹나것네,2019-07-02_01-48-01,1578826750,5484hj,[],[],@benbbu_ang 지진 크게났네 ㅋㅋㅋㅋ꼬리뼈 아작안났나봐,2019-07-02_02-06-13,5484hj,[],['@benbbu_ang'],0
2019-07-02 01:46:44,방댕이 혹나것네,2019-07-02_01-48-01,1578826750,5484hj,[],[],@benbbu_ang  멋진데 다이어트하면 뼈아파,2019-07-02_02-09-42,5484hj,[],['@benbbu_ang'],0
2019-07-02 01:46:44,어머 너야???괜찮어??,2019-07-02_01-49-37,2871022850,leeminhee_,[],[],@leeminhee_ ㅋㅋㅋㅋㅋㅋㅋ 응 타일도 멀쩡했어,2019-07-02_02-04-42,benbbu_ang,[],['@leeminhee_'],1
2019-07-02 01:46:44,어머 너야???괜찮어??,2019-07-02_01-49-37,2871022850,leeminhee_,[],[],@benbbu_ang 오우 튼튼하네ㅋㅋㅋㅋ,2019-07-02_02-23-07,leeminhee_,[],['@benbbu_ang'],0
2019-07-02 01:46:44,좋반이욘,2019-07-02_01-51-16,4107843313,ja_ili,[],[],-,-,-,[],[],0
2019-07-02 01:46:44,날았네,2019-07-02_02-00-49,1951366133,hyom.s,[],[],@hyom.s 내가 이렇게 가볍다,2019-07-02_02-04-53,benbbu_ang,[],['@hyom.s'],1
2019-07-02 01:46:44,옆에 스벅 금가는거 아냐?,2019-07-02_02-07-16,3134682445,hiijiinii_,[],[],@hiijiinii_ 진동은 있었지만 ㅋㅋㅋ 내진설계했나봐,2019-07-02_07-38-56,benbbu_ang,[],['@hiijiinii_'],0
2019-07-02 01:46:44,헙ㅠㅠ,2019-07-02_03-02-46,4371564937,arigatojh8787,[],[],@arigatojh8787 👍🏻👍🏻 난 괜찮아,2019-07-02_07-23-05,benbbu_ang,[],['@arigatojh8787'],0
2019-07-02 01:46:44,헉ㅠㅠ괜찮아융?😭,2019-07-02_02-34-26,686351822,nurimong012,[],[],@nurimong012 그럼요~ 아무렇지 않아요,2019-07-02_07-22-44,benbbu_ang,[],['@nurimong012'],0
2019-07-02 01:46:44,"#일상#소통#좋아요#데일리#좋반
#Daily#맞팔해요#좋아요반사#인친
#맞팔#선팔#f4f#l4l#선팔하면맞팔
#선팔맞팔#follow",2019-07-02_01-47-01,8380190360,benbbu_ang,"['#일상', '#소통', '#좋아요', '#데일리', '#좋반', '#Daily', '#맞팔해요', '#좋아요반사', '#인친', '#맞팔', '#선팔', '#f4f', '#l4l', '#선팔하면맞팔', '#선팔맞팔', '#follow']",[],-,-,-,[],[],0
2019-07-02 01:46:44,방댕이 혹나것네,2019-07-02_01-48-01,1578826750,5484hj,[],[],@5484hj 이래서 다이어트 안한다,2019-07-02_02-06-31,benbbu_ang,[],['@5484hj'],0
2019-07-02 01:46:44,헉.🤣,2019-07-02_15-21-53,7781887457,kmjun_0603,[],[],-,-,-,[],[],0
2019-07-02 01:46:44,이제몸개그까지하네 @benbbu_ang  예전엔 말로만웃겼는데..,2019-07-02_14-56-36,1423366224,thehakistyle,[],['@benbbu_ang'],-,-,-,[],[],0
2019-07-02 01:46:44,너야?ㅋㅋㅋㄱㅋㄱㄱㄱ뚝배기 나갈뻔했넼ㅋ,2019-07-02_10-47-46,12280701140,gyeongseongjun,[],[],@gyeongseongjun 먼저 저승가서 기다릴뻔했잖아~,2019-07-02_12-21-02,benbbu_ang,[],['@gyeongseongjun'],0
2019-07-02 01:46:44,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 미얀🙊 너무 웃었네,2019-07-02_10-02-14,2908455182,by___lov2jin,[],[],@benbbu_ang 허리조심해 이제 나이도 생각해야지~~ 👌,2019-07-03_04-00-17,by___lov2jin,[],['@benbbu_ang'],0
2019-07-02 01:46:44,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 미얀🙊 너무 웃었네,2019-07-02_10-02-14,2908455182,by___lov2jin,[],[],@by___lov2jin 즐거우면 됐어,2019-07-02_10-34-28,benbbu_ang,[],['@by___lov2jin'],1
2019-07-02 01:46:44,사장님ㅋㅋㅋㅋㅋ쿠ㅠㅠㅠㅠㅠㅠㅠㅠ마치 만화의 한장면같네요...,2019-07-02_09-51-44,4154583831,s_ye_ng_,[],[],@1amthrough 열심히 나처럼 뛰었어?,2019-07-02_10-34-45,benbbu_ang,[],['@1amthrough'],0
2019-07-02 01:46:44,사장님ㅋㅋㅋㅋㅋ쿠ㅠㅠㅠㅠㅠㅠㅠㅠ마치 만화의 한장면같네요...,2019-07-02_09-51-44,4154583831,s_ye_ng_,[],[],@benbbu_ang 사장님은 못따라가지만 열심히 뛰었슴다👍☺️,2019-07-02_10-43-28,s_ye_ng_,[],['@benbbu_ang'],0
2019-07-02 01:46:44,사장님ㅋㅋㅋㅋㅋ쿠ㅠㅠㅠㅠㅠㅠㅠㅠ마치 만화의 한장면같네요...,2019-07-02_09-51-44,4154583831,s_ye_ng_,[],[],@s_ye_ng_ 뿌듯하다.. ( 지나한테 한 말이였어),2019-07-02_10-52-12,benbbu_ang,[],['@s_ye_ng_'],0
2019-07-02 01:46:44,사장님ㅋㅋㅋㅋㅋ쿠ㅠㅠㅠㅠㅠㅠㅠㅠ마치 만화의 한장면같네요...,2019-07-02_09-51-44,4154583831,s_ye_ng_,[],[],@benbbu_ang 아ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ위에꺼 못봤어요 ㅋㅋㅋㅋㅋ 아 사장님 역시 사장님 미소를 잃지않는 서비스 정신,2019-07-02_10-53-55,s_ye_ng_,[],['@benbbu_ang'],0
2019-07-02 01:46:44,사장님ㅋㅋㅋㅋㅋ쿠ㅠㅠㅠㅠㅠㅠㅠㅠ마치 만화의 한장면같네요...,2019-07-02_09-51-44,4154583831,s_ye_ng_,[],[],@benbbu_ang 나도 알바할 때 저렇게 넘어져 본적은 없는데..,2019-07-02_09-57-53,1amthrough,[],['@benbbu_ang'],0
2019-07-02 01:46:44,사장님ㅋㅋㅋㅋㅋ쿠ㅠㅠㅠㅠㅠㅠㅠㅠ마치 만화의 한장면같네요...,2019-07-02_09-51-44,4154583831,s_ye_ng_,[],[],@s_ye_ng_ 나는 그래도 미소를 잃지 않았다. 아픔을 모르지,2019-07-02_09-53-37,benbbu_ang,[],['@s_ye_ng_'],0
2019-07-02 01:46:44,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저요oi,2019-07-02_09-36-09,15853356650,ihani996,[],[],@ihani996 나는 너를 모른닼ㅋㅋㅋㅋ 모르는 사람이다 .. 나 부끄럽게 하지마라,2019-07-02_09-58-14,benbbu_ang,[],['@ihani996'],0
2019-07-02 01:46:44,돈클 와르르멘션 될뻔,2019-07-02_07-09-45,3208070892,fjrzlglap,[],[],@fjrzlglap 집 멀쩡해요? 진동이 느껴졌을거에요,2019-07-02_07-16-52,benbbu_ang,[],['@fjrzlglap'],0
2019-07-02 01:46:44,이거 웃어야할지.. 웃어야할지..,2019-07-02_05-57-59,6792518271,2.03.03.2,[],[],@2.03.03.2 전 얼굴이 생명이라,2019-07-02_07-24-42,benbbu_ang,[],['@2.03.03.2'],0
2019-07-02 01:46:44,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 미얀🙊 너무 웃었네,2019-07-02_10-02-14,2908455182,by___lov2jin,[],[],@by___lov2jin 즐거우면 됐어,2019-07-02_10-34-28,benbbu_ang,[],['@by___lov2jin'],1
2019-07-02 01:46:44,어이구..,2019-07-02_05-42-06,8944527647,colin_gil,[],[],@colin_gil ㅋㅋㅋㅋㅋㅋ 조심해라 너도,2019-07-02_07-23-38,benbbu_ang,[],['@colin_gil'],0
2019-07-02 01:46:44,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2019-07-02_03-35-23,1828812520,kang_kang2,[],[],@kang_kang2 웃겼으니 됐다,2019-07-02_07-23-29,benbbu_ang,[],['@kang_kang2'],0
2019-07-02 01:46:44,헙ㅠㅠ,2019-07-02_03-02-46,4371564937,arigatojh8787,[],[],@arigatojh8787 👍🏻👍🏻 난 괜찮아,2019-07-02_07-23-05,benbbu_ang,[],['@arigatojh8787'],0
2019-07-02 01:46:44,아놔~~~ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2019-07-02_02-37-10,1989092688,cha_yun_ji,[],[],@cha_yun_ji ㅋㅋㅋㅋㅋㅋ 슬플때 봐요,2019-07-02_07-22-55,benbbu_ang,[],['@cha_yun_ji'],0
2019-07-02 01:46:44,헉ㅠㅠ괜찮아융?😭,2019-07-02_02-34-26,686351822,nurimong012,[],[],@nurimong012 그럼요~ 아무렇지 않아요,2019-07-02_07-22-44,benbbu_ang,[],['@nurimong012'],0
2019-07-02 01:46:44,어머진짜아팟겠어요,2019-07-02_02-13-39,6339679680,jung_hee6852,[],[],@jung_hee6852 난 괜찮아 ㅋㅋㅋㅋㅋ 잘 넘어져서,2019-07-02_07-22-29,benbbu_ang,[],['@jung_hee6852'],0
2019-07-02 01:46:44,아펏겠다야.. 너가 물 터는 곳에 딱 미끌어졌네 ;;,2019-07-02_02-07-42,195576858,moorimchoi,[],[],@moorimchoi ㅋㅋㅋㅋㅋㅋㅋ 우울할땨봐,2019-07-02_07-17-19,benbbu_ang,[],['@moorimchoi'],0
2019-07-02 01:46:44,옆에 스벅 금가는거 아냐?,2019-07-02_02-07-16,3134682445,hiijiinii_,[],[],@hiijiinii_ 진동은 있었지만 ㅋㅋㅋ 내진설계했나봐,2019-07-02_07-38-56,benbbu_ang,[],['@hiijiinii_'],0
2019-07-02 01:46:44,날았네,2019-07-02_02-00-49,1951366133,hyom.s,[],[],@hyom.s 내가 이렇게 가볍다,2019-07-02_02-04-53,benbbu_ang,[],['@hyom.s'],1
2019-07-02 01:46:44,좋반이욘,2019-07-02_01-51-16,4107843313,ja_ili,[],[],-,-,-,[],[],0
2019-07-02 01:46:44,어머 너야???괜찮어??,2019-07-02_01-49-37,2871022850,leeminhee_,[],[],@benbbu_ang 오우 튼튼하네ㅋㅋㅋㅋ,2019-07-02_02-23-07,leeminhee_,[],['@benbbu_ang'],0
2019-07-02 01:46:44,어머 너야???괜찮어??,2019-07-02_01-49-37,2871022850,leeminhee_,[],[],@leeminhee_ ㅋㅋㅋㅋㅋㅋㅋ 응 타일도 멀쩡했어,2019-07-02_02-04-42,benbbu_ang,[],['@leeminhee_'],1
2019-07-02 01:46:44,방댕이 혹나것네,2019-07-02_01-48-01,1578826750,5484hj,[],[],@benbbu_ang  멋진데 다이어트하면 뼈아파,2019-07-02_02-09-42,5484hj,[],['@benbbu_ang'],0
2019-07-02 01:46:44,방댕이 혹나것네,2019-07-02_01-48-01,1578826750,5484hj,[],[],@benbbu_ang 지진 크게났네 ㅋㅋㅋㅋ꼬리뼈 아작안났나봐,2019-07-02_02-06-13,5484hj,[],['@benbbu_ang'],0
2019-07-02 01:46:44,방댕이 혹나것네,2019-07-02_01-48-01,1578826750,5484hj,[],[],@5484hj 지진났어 우리동네,2019-07-02_02-05-05,benbbu_ang,[],['@5484hj'],0
2019-07-02 01:46:44,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ일안하시다가 해서 그래요,,,",2019-07-02_04-18-00,8237788127,1amthrough,[],[],@1amthrough 무슨소리야 요즘 나 주방에서 살아,2019-07-02_07-23-19,benbbu_ang,[],['@1amthrough'],0
2019-07-02 01:46:44,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 미얀🙊 너무 웃었네,2019-07-02_10-02-14,2908455182,by___lov2jin,[],[],@benbbu_ang 허리조심해 이제 나이도 생각해야지~~ 👌,2019-07-03_04-00-17,by___lov2jin,[],['@benbbu_ang'],0
2019-07-02 07:14:48,@hy_osh_in 도망가자~,2019-07-04_13-26-03,2354006571,aoch_02,[],['@hy_osh_in'],-,-,-,[],[],0
2019-07-02 07:14:48,@180501.ing 안대애애......ㅠㅠㅠㅠㅠㅠ,2019-07-05_06-08-32,1330626919,bellus_j,[],['@180501.ing'],@bellus_j 호에에에에엥 😭😭😭😭,2019-07-05_06-17-35,180501.ing,[],['@bellus_j'],1
2019-07-02 07:14:48,@champagne.supern0va_ @__mingshell__  살 곳이 없는 냄곡인들...,2019-07-09_00-17-37,7404538569,minnim_o.on,[],"['@champagne.supern0va_', '@__mingshell__']",-,-,-,[],[],0
2019-07-02 07:14:48,@180501.ing 안대애애......ㅠㅠㅠㅠㅠㅠ,2019-07-05_06-08-32,1330626919,bellus_j,[],['@180501.ing'],@bellus_j 호에에에에엥 😭😭😭😭,2019-07-05_06-17-35,180501.ing,[],['@bellus_j'],1
2019-07-02 07:14:48,@champagne.supern0va_ @__mingshell__  살 곳이 없는 냄곡인들...,2019-07-09_00-17-37,7404538569,minnim_o.on,[],"['@champagne.supern0va_', '@__mingshell__']",-,-,-,[],[],0
2019-07-02 07:14:48,@may.won 죠시매....,2019-07-04_09-15-22,6421755047,_minjoy_,[],['@may.won'],-,-,-,[],[],0
2019-07-02 07:14:48,@_jung__won_,2019-07-02_12-54-09,2042175159,p_sehee_,[],['@_jung__won_'],@p_sehee_ 절대안남용,2019-07-02_13-00-57,_jung__won_,[],['@p_sehee_'],0
2019-07-02 07:14:48,@daeun__2028 아까 지진방송;;,2019-07-02_12-12-29,9061230184,kongspatch170107,[],['@daeun__2028'],"@kongspatch170107 음 미쳤군 ,,➰",2019-07-02_12-17-32,daeun__2028,[],['@kongspatch170107'],0
