Post_created_time,comment,comment_posted_time,commentor_ID,commentor,comment_hashtag,comment_mention,reply,replied_time,replyer,reply_hashtag,reply_mention,like_count
2019-08-04 13:23:55,역시 하도 땅부자네예,2019-08-04_14-48-14,4828541749,jeju_guide,[],[],-,-,-,[],[],1
2019-08-04 13:23:55,오빠~하도리해수욕장에 조개들 많이 있을까~? 요즘 넘 사람들이 다캐서 별로 없는곳이 많아서리~ㅋ,2019-08-05_03-22-25,6607385620,gyeonghwa8832,[],[],@gyeonghwa8832 어서  어서~~,2019-08-05_04-34-37,good.dragon,[],['@gyeonghwa8832'],0
2019-08-04 14:47:12,~(*ﾟ▽ﾟ*)♥,2019-08-06_03-04-01,16742803231,yu.na8889,[],[],-,-,-,[],[],1
2019-08-04 14:47:12,큰매미잡으셧네요ㅋㅋ,2019-08-05_00-08-39,4169484007,tamy1333,[],[],@tamy1333 😭😭잠자리도 못잡고😭😭,2019-08-05_00-38-12,wrm4696,[],['@tamy1333'],0
2019-08-04 14:47:12,"해는쨍쨍해도 바람은불어조으네,~😘",2019-08-04_15-03-32,7371826629,jusanghyi2414,[],[],@jusanghyi2414 태풍때문에 바람이  부는거같오😭,2019-08-04_15-04-38,wrm4696,[],['@jusanghyi2414'],0
2019-08-04 14:47:12,#선팔하면맞팔가요 #셀스타그램 #럽스타그램,2019-08-04_14-48-42,6928704347,wrm4696,"['#선팔하면맞팔가요', '#셀스타그램', '#럽스타그램']",[],-,-,-,[],[],0
2019-08-04 14:47:12,온통 초록초록하니 너무좋네요👍,2019-08-04_16-11-06,12898181874,crystal0704,[],[],@crystal0704 마음에 안정을 찾고 왔어요 😁😁,2019-08-04_16-27-34,wrm4696,[],['@crystal0704'],0
2019-08-05 00:37:17,사장님 9월 추석엔 풋귤끝날까요??,2019-08-06_05-59-18,722338416,toromadre,[],[],@toromadre 네~~~ 네 ㅎㅎㅎ,2019-08-06_10-56-38,k780116gmailcom_,[],['@toromadre'],0
2019-08-05 00:37:17,사장님 9월 추석엔 풋귤끝날까요??,2019-08-06_05-59-18,722338416,toromadre,[],[],@toromadre 9월 15일까지는 가능합니다.,2019-08-06_08-56-47,k780116gmailcom_,[],['@toromadre'],0
2019-08-05 00:37:17,사장님 9월 추석엔 풋귤끝날까요??,2019-08-06_05-59-18,722338416,toromadre,[],[],@k780116gmailcom_ 네 감사합니다 네이버에서 예약할께요♥️ 작년에 너무 좋아 또 갑니다~~~,2019-08-06_09-51-27,toromadre,[],['@k780116gmailcom_'],1
2019-08-05 00:37:17,!!!!!!!,2019-08-14_02-38-58,15170532701,ryed7oy_,[],[],-,-,-,[],[],1
2019-08-05 01:19:25,태풍은두고왕!!,2019-08-05_08-06-26,8572980274,h.yeji_73,[],[],@h.yeji_311 ㅋㅋㅋㅋ노노 나랑같이 한국감~,2019-08-05_16-39-56,h_solsol,[],['@h.yeji_311'],0
2019-08-05 01:19:25,서울 사세요??,2019-09-09_00-27-24,16708840378,winyhuh,[],[],@winyhuh 네~,2019-09-09_05-57-05,h_solsol,[],['@winyhuh'],0
2019-08-05 01:19:25,장소에 대한민국 서울 호캉스 라고 찍어도 아무도 의심 안할듯,2019-08-05_02-27-05,2157569380,soo._.bin_lee,[],[],@soo._.bin_lee 닥쳐~🎊,2019-08-05_16-40-09,h_solsol,[],['@soo._.bin_lee'],0
2019-08-05 01:19:25,서울 사세요??,2019-09-09_00-27-24,16708840378,winyhuh,[],[],@h_solsol 제가 다이렉트 드릴께요^^,2019-09-09_06-07-59,winyhuh,[],['@h_solsol'],0
2019-08-05 01:19:25,칸....나도..조짐...,2019-08-05_02-25-32,3157222071,seeeee_myya,[],[],@seeeee_myya ㅌㅋㅋㅋ8월에 휴가다신안간다,2019-08-05_16-40-20,h_solsol,[],['@seeeee_myya'],0
2019-08-05 01:19:25,👍,2019-08-05_01-57-14,5983888181,93._.in,[],[],@93.66.in 😂,2019-08-05_16-40-26,h_solsol,[],['@93.66.in'],0
2019-08-05 01:19:25,"이 정도면 태풍을 몰고 다니는 ,,?",2019-08-05_01-30-26,1722943268,ji__xx__,[],[],@ji__xx__ 태풍같은여자지,2019-08-05_16-40-34,h_solsol,[],['@ji__xx__'],0
2019-08-05 01:19:25,장소에 대한민국 서울 호캉스 라고 찍어도 아무도 의심 안할듯,2019-08-05_02-27-05,2157569380,soo._.bin_lee,[],[],@soo._.bin_lee ㅇㄱㄹㅇ,2019-08-05_02-32-24,newn_seo,[],['@soo._.bin_lee'],0
2019-08-05 02:32:20,😍,2019-08-05_02-32-33,8572172073,coffee__465,[],[],@coffee__465 #태풍 #프란시스코 #창녕남지 #남지맛집 #칠원맛집 #칠서맛집 #태풍프란시스코 #맛스타그램 #노노재팬 #일본불매운동 #나도동참 #함안강나루오토캠핑장 #낙동강체육공원 #함안 #함안카페 #데일리그램 #패션스타그램 #음료스타그램 #카페스타그램 #셀피 #여행,2019-08-05_02-33-29,coffee__465,"['#태풍', '#프란시스코', '#창녕남지', '#남지맛집', '#칠원맛집', '#칠서맛집', '#태풍프란시스코', '#맛스타그램', '#노노재팬', '#일본불매운동', '#나도동참', '#함안강나루오토캠핑장', '#낙동강체육공원', '#함안', '#함안카페', '#데일리그램', '#패션스타그램', '#음료스타그램', '#카페스타그램', '#셀피', '#여행']",['@coffee__465'],0
2019-08-05 02:32:20,악❤️❤️❤️,2019-08-06_13-57-01,1496337021,sunshine5hj,[],[],@sunshine5hj 악ㅋㅋ,2019-08-08_23-00-23,coffee__465,[],['@sunshine5hj'],0
2019-08-05 02:50:47,ㅋㅋㅋㅋㅋㅋㅋ,2019-08-05_02-55-08,1581451803,juhong_p,[],[],-,-,-,[],[],1
2019-08-05 02:50:47,갈 수 있다 걱정말옹,2019-08-05_03-04-43,3127220341,eem.ji,[],[],-,-,-,[],[],1
2019-08-05 02:50:47,어디루가???,2019-08-05_03-14-45,5501607715,jeong_0111,[],[],@jeong_0111 러샤😢😢😢,2019-08-05_03-28-04,0njeong,[],['@jeong_0111'],0
2019-08-05 02:50:47,뭐어어?러시아?,2019-08-05_03-48-33,1284856481,eun._.bi_,[],[],-,-,-,[],[],1
2019-08-05 06:53:16,결국엔ㅋㅋ,2019-08-06_08-17-25,1423970632,rider_hyoseuk,[],[],@rider_hyoseuk 오랜만이다..놀러와라,2019-08-07_17-14-09,byuli_guesthouse,[],['@rider_hyoseuk'],1
2019-08-05 06:53:16,결국엔ㅋㅋ,2019-08-06_08-17-25,1423970632,rider_hyoseuk,[],[],@byuli_guesthouse 네 놀러가겠습니다 더위조심하시구요~~,2019-08-08_05-24-58,rider_hyoseuk,[],['@byuli_guesthouse'],0
2019-08-05 06:53:16,👍 👍,2019-08-06_00-26-43,2221421715,bird.r,[],[],@bird.r 👏👏,2019-08-07_17-13-47,byuli_guesthouse,[],['@bird.r'],0
2019-08-05 06:53:16,우주쇼 보러 가고 싶네요👍,2019-08-05_07-04-32,1127004579,taem.insta,[],[],@taem.insta 달이있어 쪼금🤣🤣,2019-08-07_17-13-43,byuli_guesthouse,[],['@taem.insta'],0
2019-08-05 06:53:16,흐아. 무섭네요. ~,2019-08-05_23-43-38,1484459359,hahahado_papa,[],[],@hahahado_papa 전부 비껴 갈듯하네요  그래도 태풍조심하세요,2019-08-06_00-17-09,byuli_guesthouse,[],['@hahahado_papa'],1
2019-08-05 07:33:53,수요일날 가능 출동 고고씽,2019-08-05_07-49-30,1009039056,youngsu_sea,[],[],@youngsu_sea 태풍온다던데 괜찮으까?? ㅋㅋㅋ 아싸👏👏👏👏👏👍😍,2019-08-05_07-59-09,hyosoon_sea,[],['@youngsu_sea'],0
2019-08-05 07:33:53,나도 스노쿨링 배워주라~~~,2019-08-05_08-28-16,4658453251,hagangrim9264,[],[],@hyosoon_sea 나도 옛날에 스쿠버다이빙베이직 자격증 따신디..모르켜..ㅜㅜ,2019-08-05_09-06-43,hagangrim9264,[],['@hyosoon_sea'],0
2019-08-05 07:33:53,나도 스노쿨링 배워주라~~~,2019-08-05_08-28-16,4658453251,hagangrim9264,[],[],@hagangrim9264 크게 어렵진 않디만... 스노쿨도 강사 자격증이 있다드라;; 난 배워줄 수 는 없지만 ㅋ 같이 놀 수는 있으니카 👏👏👏,2019-08-05_09-02-19,hyosoon_sea,[],['@hagangrim9264'],0
2019-08-05 07:33:53,"아니, 안됩니다, 만일의 사태에 대비해 참으시고 목요일에 가세요ㅎㅎ",2019-08-05_08-35-36,6653114772,oursong12,[],[],@oursong12 태풍이 자꾸 일본쪽으로 가는데여 ㅋㅋㅋ 그렇게 쭉 동쪽으로동쪽으로 가기를,2019-08-05_09-02-51,hyosoon_sea,[],['@oursong12'],0
2019-08-05 07:33:53,뭐니뭐니해도 안따!!,2019-08-05_11-50-43,12970439,gomsuji,[],[],@gomsuji 그르치 수시로 날씨 확인중 😭😭,2019-08-05_14-42-45,hyosoon_sea,[],['@gomsuji'],0
2019-08-05 07:33:53,헐 그러네에...ㅠㅜ 올여름태풍너무해여😭😭,2019-08-05_11-51-57,540404079,niiu_v,[],[],@niiu_v 우리에겐 8.15다이빙이 근데 또 태풍올라온뎅😭😭😭,2019-08-05_14-43-04,hyosoon_sea,[],['@niiu_v'],0
2019-08-05 08:50:05,#광진구 #광진구청 #태풍프란시스코 #태풍대비 #치수과 #도시안전과 #도시안전 #안전한광진구 #태풍스타그램 #태풍대비하세요 #태풍대비요령 #좋아요 #광진구민 #팔로워 #건대입구 #군자역 #구의역 #어린이대공원,2019-08-05_08-51-43,8148082074,gwangjin_office,"['#광진구', '#광진구청', '#태풍프란시스코', '#태풍대비', '#치수과', '#도시안전과', '#도시안전', '#안전한광진구', '#태풍스타그램', '#태풍대비하세요', '#태풍대비요령', '#좋아요', '#광진구민', '#팔로워', '#건대입구', '#군자역', '#구의역', '#어린이대공원']",[],-,-,-,[],[],0
2019-08-05 08:56:27,조심하세요~~~,2019-08-05_09-07-23,3627886037,hansh0515,[],[],-,-,-,[],[],1
2019-08-05 09:58:36,슈비가 감시라... 스트레스가 엄청 심한듯... 태풍바람헤치며 제주로?  조심 조심... 화이팅!,2019-08-06_01-25-34,5508442663,leesk3818,[],[],@leesk3818 다행히 태풍은 알아서 없어졌네요..ㅎㅎ 슈비는 오늘 이모한테 납치당할예정요.ㅎㅎ,2019-08-06_21-59-26,miyangk,[],['@leesk3818'],0
2019-08-05 09:58:36,ㅋㅋㅋ슈비 어뜩해 ㅋㅋㅋㅋㅋㅋㅋㅋ 아무래도 태풍이랑 싸워서 이기려면 ...무게감있게!!배를 두둑히 ㅋㅋ채우고 뱅기타자 ~👻,2019-08-05_10-22-16,3304407336,artista_rebecca,[],[],@artista_rebecca ㅎㅎ 두둑하게~~ 맘에들어..ㅎㅎ,2019-08-05_10-29-51,miyangk,[],['@artista_rebecca'],1
2019-08-05 09:58:36,으아 슈비 삐졌나여~~~😍,2019-08-05_10-38-06,6434366418,minal_pi,[],[],@minal_pi 저러고 나의 일거수일투족 감시.. ㅎㅎ,2019-08-05_14-53-34,miyangk,[],['@minal_pi'],0
2019-08-05 10:20:33,수고하세요...,2019-08-05_10-45-42,4085545910,a320_kang,[],[],@kmyoungju 모래 오전 울산. 아마 캔슬되겠죠? ㅎㅎ,2019-08-05_10-48-17,a320_kang,[],['@kmyoungju'],0
2019-08-05 10:20:33,수고하세요...,2019-08-05_10-45-42,4085545910,a320_kang,[],[],@a320_kang 비행없으시길 바랍니다!,2019-08-05_10-46-43,kmyoungju,[],['@a320_kang'],0
2019-08-05 12:29:29,훌륭합니다 저녁밥상🤗🤗 덥잔아요ㅎㅎ,2019-08-05_13-18-05,7271006907,bumjunnaeun,[],[],@bumjunnaeun 넘 더워요 ㅠㅠ 이거 만드는데도 더워요 ㅠㅠ,2019-08-05_13-18-33,dongha_lynha,[],['@bumjunnaeun'],0
2019-08-05 12:29:29,ㅋㅋㅋㅋ인정이요,2019-08-05_13-18-51,7271006907,bumjunnaeun,[],[],-,-,-,[],[],1
2019-08-05 13:01:09,7시간이면 해외가는게 더 빠르넹ㅋㅋ,2019-08-05_13-03-04,9214987396,choice_427,[],[],@choice_427 휴게소만 3번들려서 애들 밥먹고 간식먹고 !!,2019-08-05_13-04-46,arin_papa,[],['@choice_427'],0
2019-08-05 13:01:09,아 강원도는 정말~~~~ 경주도 가고프고,2019-08-05_13-04-41,1379663021,a_jiyoung,[],[],@arin_papa 네 9월말 휴가니까 ...진지하게 고민중 ㅋ,2019-08-05_13-21-55,a_jiyoung,[],['@arin_papa'],1
2019-08-05 13:01:09,아 강원도는 정말~~~~ 경주도 가고프고,2019-08-05_13-04-41,1379663021,a_jiyoung,[],[],@a_jiyoung 가을쯤에 경주놀러와~ 가볼만한곳 많아~~👍👍👍,2019-08-05_13-07-06,arin_papa,[],['@a_jiyoung'],0
2019-08-05 13:01:09,너 대단하다ㅋㅋ 다건너 뛰고 양양감? 동해막국수랑 장안횟집 가봐👍,2019-08-05_13-07-13,1775924487,g.dongil,[],[],@arin_papa 내려오는길에 있으니 참고해 동해막국수는 대기장난아님 갈꺼면 4시쯤가면 좋을듯함,2019-08-05_13-11-42,g.dongil,[],['@arin_papa'],1
2019-08-05 13:01:09,너 대단하다ㅋㅋ 다건너 뛰고 양양감? 동해막국수랑 장안횟집 가봐👍,2019-08-05_13-07-13,1775924487,g.dongil,[],[],@g.dongil 맛집이에요??? 가서 먹고 인증샷 보낼게요~~ 땡큐,2019-08-05_13-09-45,arin_papa,[],['@g.dongil'],0
2019-08-05 13:01:09,휴가 만끽하고 있네👍잼난 휴가보내그라,2019-08-05_14-53-20,1467602466,kyoungrock.kim,[],[],@kyoungrock.kim 과장님도 휴가 잘 보내세요~~~^^ 😍,2019-08-05_23-08-03,arin_papa,[],['@kyoungrock.kim'],0
2019-08-05 13:08:52,왜서아는저모자안사줬는뎈ㅋ,2019-08-05_14-36-12,5376771966,myang2__,[],[],"@myang2__ 에이~사줬지~쓰는건 본인들 마음이라,,😍",2019-08-05_14-41-49,yuna.seoa,[],['@myang2__'],0
2019-08-05 13:08:52,연아 마지막 사진 ㅋㅋㅋㅋㅋ̆̈ 😘,2019-08-06_12-07-47,1399648651,seo.yeon88,[],[],-,-,-,[],[],0
2019-08-05 13:19:13,아이 너무예뻐요 😍😍😍 부부모습이 기분조아지는 사진이에요.정말😊,2019-08-05_13-22-17,230283371,sohyun_laws,[],[],@sohyun_laws 감사해용😍😻 저희 커플사진 거의 6개월 만에 찍었는데 날이 좋아서 그래도 올릴만한 사진정도는 나온거같아요 😂ㅎㅎㅎ,2019-08-05_13-25-56,yunmee_lee_surber,[],['@sohyun_laws'],0
2019-08-05 13:19:13,예쁜 풍경만큼이나 아름답게 빛나는 커플이세용 😘😘 태풍 때문에 호텔에 짱박히다니ㅜㅜ 의도치 않은 호캉스인데요.? ㅜㅜ 호텔에 수영장이나 여타 등등 즐길거리 찾아서 알차게 보내셔용! 제주까지 가서 태풍때매 짱박히면.. 간만의 여행인데 우울할것 같아요 ㅜㅜ,2019-08-05_15-27-51,2122807226,vo_______ov,[],[],@vo_______ov 다행히 오늘 밤부터 비가 올거같아요 히힛 오늘은 다시 곽지 가서 수영하려구요! 저희 이번에 진짜 수영만 하자 호캉스 모드로 제주 온거라 관광지는 죄다 패스했다는..ㅎㅎ,2019-08-06_01-47-34,yunmee_lee_surber,[],['@vo_______ov'],0
2019-08-05 13:19:13,예쁜 풍경만큼이나 아름답게 빛나는 커플이세용 😘😘 태풍 때문에 호텔에 짱박히다니ㅜㅜ 의도치 않은 호캉스인데요.? ㅜㅜ 호텔에 수영장이나 여타 등등 즐길거리 찾아서 알차게 보내셔용! 제주까지 가서 태풍때매 짱박히면.. 간만의 여행인데 우울할것 같아요 ㅜㅜ,2019-08-05_15-27-51,2122807226,vo_______ov,[],[],@yunmee_lee_surber 허헉 ㅋㅋ 다행이네요!! 안전하게 물놀이 즐기다오셔용!!!! 😆😆,2019-08-06_02-09-50,vo_______ov,[],['@yunmee_lee_surber'],0
2019-08-05 13:19:13,어후 속이 아주 뻥! 뚫리는 사진입니다💙 제주는 정말 한번 다녀오면 계속 생각나고 또 가고싶고 그러죠~ 이리 좋은 곳을 왜 중고딩 시절엔 잘 모르고 그저 서울서울 타령을 했었나몰라요😂😂 두분 남은 여행 즐겁게 하세요😘 벗뜨.. #태풍실홥니까 😭,2019-08-05_16-42-02,4256091272,hungry_jf,['#태풍실홥니까'],[],@hungry_jf 제주도 네번째인데 여태까지는 관광지 위주로만 돌아다녀서 별로 자연에 대한 감흥이없었어용 이번에 와보니 굳이 바다때문에 해외 나갈 필요없겠다~ 싶은 생각이...ㅎㅎ 성수기만 피해서 여름마다 오려구용,2019-08-06_01-48-39,yunmee_lee_surber,[],['@hungry_jf'],1
2019-08-05 13:19:13,편안한 휴가 보내구 와요~^^,2019-08-06_09-47-48,5805134364,kangdawon79,[],[],@kangdawon79 감사합니당 목요일날 뵐게요 언니! 발 언능 나으세요ㅠ,2019-08-06_11-45-49,yunmee_lee_surber,[],['@kangdawon79'],1
2019-08-05 13:40:59,미모굿굿😍😍,2019-08-06_14-52-01,9845633655,yoohyunji_at,[],[],@yoohyunji_at 강사니이림 😘,2019-08-07_00-18-45,l__eunh.h,[],['@yoohyunji_at'],0
2019-08-05 13:40:59,예뻐예뻐 우리으내❤️,2019-08-06_02-16-38,8247888324,nail_ulsan,[],[],@nail_ulsan 흐흐후후후후흐흐히힣ㅎㅎㅎㅎ,2019-08-06_09-05-10,l__eunh.h,[],['@nail_ulsan'],0
2019-08-05 13:40:59,넘넘 곱네요 화보찍었네요 ❤️,2019-08-05_20-43-28,3021125672,nongwon55_,[],[],@nongwon55_ 감사합니댱☺️,2019-08-05_23-43-12,l__eunh.h,[],['@nongwon55_'],0
2019-08-05 13:40:59,#인스타그램 #팔로우 #소통 #부산 #울산 #삼산 #헤어르뽀렘동구점 #헤어르뽀렘 #울산미용실 #울산머리잘하는곳 #울산남자머리 #울산카페 #데일리 #데일리룩 #ootd #여행에미치다 #여행에미치다_제주 #제주여행 #제주맛집 #성산일출봉 #아침미소목장 #제주카페 #좋반 #태풍프란시스코 #오지마제발,2019-08-05_13-46-24,1480951627,l__eunh.h,"['#인스타그램', '#팔로우', '#소통', '#부산', '#울산', '#삼산', '#헤어르뽀렘동구점', '#헤어르뽀렘', '#울산미용실', '#울산머리잘하는곳', '#울산남자머리', '#울산카페', '#데일리', '#데일리룩', '#ootd', '#여행에미치다', '#여행에미치다_제주', '#제주여행', '#제주맛집', '#성산일출봉', '#아침미소목장', '#제주카페', '#좋반', '#태풍프란시스코', '#오지마제발']",[],-,-,-,[],[],0
2019-08-05 13:40:59,은혜........ 왜 내 댯글 삭제햇어 ....? .......😢,2019-08-05_17-38-48,2034969787,mo_e_y_,[],[],@mo_e_y_ 이거 다시 올려사지규 ..그런걸꼬얌 나 삭제란해쏘 ㅠㅠㅠㅠ😭,2019-08-05_23-43-02,l__eunh.h,[],['@mo_e_y_'],0
2019-08-05 13:40:59,ㅋㅋ ㅋ ㅋㅋ ㅋㅋ니 앞니 왜케 귀여워ㅠ ㅋㅋ ㅋ ㅋㅋㅋ,2019-08-05_13-43-04,4944832573,hong_s_hy,[],[],@hong_s_hy ㅋㅋㅋㅋㅋㄱㄱㅋㅋ아씨 존나 귀엽네,2019-08-05_13-56-48,gnuoy___,[],['@hong_s_hy'],0
2019-08-05 13:40:59,ㅋㅋ ㅋ ㅋㅋ ㅋㅋ니 앞니 왜케 귀여워ㅠ ㅋㅋ ㅋ ㅋㅋㅋ,2019-08-05_13-43-04,4944832573,hong_s_hy,[],[],@hong_s_hy 니 말 듣고 보니까 싱경쓰여 🤭,2019-08-05_13-49-02,l__eunh.h,[],['@hong_s_hy'],0
2019-08-05 13:40:59,은혜........ 왜 내 댯글 삭제햇어 ....? .......😢,2019-08-05_17-38-48,2034969787,mo_e_y_,[],[],@l__eunh.h 상처 받응 뻔 햇어 ...,2019-08-06_01-50-34,mo_e_y_,[],['@l__eunh.h'],0
2019-08-05 21:17:50,두분 같이 있으니 더 보기 좋네여 즐휴가요~🙏,2019-08-05_23-15-51,2061306765,sinbijouofficial,[],[],@sinbijouofficial 네 원장님.🌸🌸 재밌게 놀다 갈게요😆,2019-08-07_04-15-45,ppona_bani,[],['@sinbijouofficial'],0
2019-08-05 21:28:42,저도 집에서 화장실 가다가 새빨간게 눈에 들어와서 한참 쳐다봤네요ㅋㅋ,2019-08-05_23-37-35,2312443599,soladori,[],[],@soladori 장난아니더제?그나저나 허리좀 어떻노?얼른 회복해야지?아님 병원한번 더 다녀오는것도 낫다,2019-08-05_23-39-53,onix18k,[],['@soladori'],0
2019-08-05 21:28:42,저도 집에서 화장실 가다가 새빨간게 눈에 들어와서 한참 쳐다봤네요ㅋㅋ,2019-08-05_23-37-35,2312443599,soladori,[],[],@onix18k 좀 괜찮아져서 이번주 주중부터 살살 나가보려고요~ 병원은 매주 가고 있어요 물리치료가 조금 귀찮네여ㅠㅠ 가족들이랑 휴가 행복하게 보내세요 행님~,2019-08-05_23-42-03,soladori,[],['@onix18k'],0
2019-08-05 21:28:42,저도 집에서 화장실 가다가 새빨간게 눈에 들어와서 한참 쳐다봤네요ㅋㅋ,2019-08-05_23-37-35,2312443599,soladori,[],[],@onix18k 네 행님~,2019-08-06_00-11-36,soladori,[],['@onix18k'],0
2019-08-05 21:28:42,저도 집에서 화장실 가다가 새빨간게 눈에 들어와서 한참 쳐다봤네요ㅋㅋ,2019-08-05_23-37-35,2312443599,soladori,[],[],@soladori 그래도 꾸준히 관리해야된다😜오늘도 즐거운 하루되구~~,2019-08-06_00-10-45,onix18k,[],['@soladori'],1
2019-08-05 22:47:35,💦,2019-08-05_22-48-58,6921582880,be.danhyangccotmoo,[],[],@be.danhyangccotmoo #태풍프란시스코 #태풍프란시스코오는중 #여름바다여행 #송정바닷가 #기장바다 #레트로감성 #울산반영구잘하는곳 #울산눈썹문신잘하는곳 #바다영상 #새벽갬성🌙 #sea #2019ss #여름바다🐳,2019-08-05_22-58-49,be.danhyangccotmoo,"['#태풍프란시스코', '#태풍프란시스코오는중', '#여름바다여행', '#송정바닷가', '#기장바다', '#레트로감성', '#울산반영구잘하는곳', '#울산눈썹문신잘하는곳', '#바다영상', '#새벽갬성', '#sea', '#2019ss', '#여름바다']",['@be.danhyangccotmoo'],1
2019-08-05 22:55:37,인생 뭐있나요! 도전하며 살아요^___^,2019-08-06_02-20-55,15140479414,aaannnn416,[],[],-,-,-,[],[],0
2019-08-05 22:55:37,👏,2019-08-05_22-55-44,17322651578,yu_dam89,[],[],@fgjinnee89 #삼겹살 #바베큐 #바베큐삼겹살 #아웃도어키친 #아웃도어키친한강본점 #맛있는삼겹살 #존맛탱 #삼겹살맛집 #폭염 #태풍프란시스코 #출근전 #직장생활 #일하는중 #워커홀릭 #보라카이 #호캉스 #제주도숙소 #제주도그램 #점심뭐먹지 #비행기예약 #다이슨청소기 #초보육아 #육아템 #산후조리원,2019-08-05_22-55-48,yu_dam89,"['#삼겹살', '#바베큐', '#바베큐삼겹살', '#아웃도어키친', '#아웃도어키친한강본점', '#맛있는삼겹살', '#존맛탱', '#삼겹살맛집', '#폭염', '#태풍프란시스코', '#출근전', '#직장생활', '#일하는중', '#워커홀릭', '#보라카이', '#호캉스', '#제주도숙소', '#제주도그램', '#점심뭐먹지', '#비행기예약', '#다이슨청소기', '#초보육아', '#육아템', '#산후조리원']",['@fgjinnee89'],0
2019-08-05 23:14:53,오~ 이쁘당😍,2019-08-07_13-14-53,4142693376,kmy2307,[],[],-,-,-,[],[],0
2019-08-06 00:39:21,어머... 이런 기능은 어떻게 하는거에요? 멋지네용❤️🌈,2019-08-10_12-42-52,9516433843,healingpark007,[],[],@healingpark007 저두 예전에 어플로 스노우 어플로 했어요^^,2019-08-10_12-49-31,rdmom_,[],['@healingpark007'],0
2019-08-06 00:39:21,꺅!!! 너무 귀여워요 ㅋㅋㅋㅋㅋㅋㅋㅋ갠소하고싶다🧡,2019-08-10_07-22-26,16973704634,taerin.today,[],[],-,-,-,[],[],1
2019-08-06 00:39:21,뀨 ㅎㅎ 피드구경하다가 시선강탈당했어요 귀요미🤭🤭,2019-08-09_00-22-35,1923404676,ya_naonna,[],[],@ya_naonna 감사용❤️❤️,2019-08-09_01-16-52,rdmom_,[],['@ya_naonna'],0
2019-08-06 00:39:21,"악;; 어뜩해, 너무 귀여워요😭😭😍
선팔하구갈께요, 소통하구지내요😊",2019-08-06_14-29-53,14761460631,happysmile4855,[],[],@happysmile4855 자주 소통하고 지내요^^,2019-08-06_14-55-59,rdmom_,[],['@happysmile4855'],1
